Date,Open,High,Low,Close,Volume,Qav,Num_trades,Taker_base_vol,Taker_quote_vol
2020-02-17,14.191,15.259,13.328,15.007,257225.54,3714138.72908,19183.0,129793.96,1872955.51042
2020-02-18,15.026,15.778,14.164,15.575,407657.15,6179444.35393,48081.0,190897.88,2898578.18887
2020-02-19,15.568,15.628,13.252,14.06,280442.44,4171952.53379,20997.0,113382.65,1696148.68389
2020-02-20,14.028,14.386,13.326,14.033,156744.42,2185492.84966,14573.0,74656.87,1043167.69619
2020-02-21,14.035,14.362,13.7,14.034,203653.84,2869090.93727,16189.0,102327.08,1442734.09041
2020-02-22,14.034,14.105,13.503,13.746,185606.93,2553951.99907,16618.0,92788.73,1277295.50049
2020-02-23,13.738,14.489,13.738,14.323,188187.7,2669792.54242,13743.0,88975.16,1262432.05472
2020-02-24,14.325,14.486,13.01,13.394,272312.59,3721881.26831,21437.0,127056.79,1736227.96344
2020-02-25,13.393,13.542,12.302,12.405,237188.36,3082595.20848,20681.0,110773.98,1442766.4843
2020-02-26,12.4,12.563,10.76,11.0,311652.64,3572939.51369,20603.0,138165.71,1581450.74944
2020-02-27,10.999,11.712,10.348,11.498,243148.19,2712771.24557,19527.0,113799.74,1271223.23012
2020-02-28,11.505,11.673,10.611,11.306,205460.95,2291287.11179,18679.0,92948.39,1037590.01123
2020-02-29,11.31,11.523,10.91,11.111,189512.5,2127850.5568,15268.0,93337.4,1048293.73156
2020-03-01,11.11,11.888,11.064,11.329,359356.87,4112437.79078,20626.0,176307.9,2018013.26656
2020-03-02,11.329,12.223,11.192,12.109,348018.44,4100261.71848,17419.0,171259.62,2016281.975
2020-03-03,12.106,12.106,11.36,11.571,248482.52,2905037.61246,14687.0,114651.2,1340830.4319
2020-03-04,11.568,12.064,11.501,11.763,259272.4,3059426.23913,13530.0,113476.08,1340600.77216
2020-03-05,11.77,12.407,11.77,12.087,233707.02,2845258.52219,14011.0,108906.8,1326805.51828
2020-03-06,12.075,12.4,11.937,12.381,179001.61,2177155.55965,12569.0,85297.39,1038282.1843
2020-03-07,12.4,12.464,11.559,11.607,210448.71,2536894.06632,13740.0,92787.42,1120306.66322
2020-03-08,11.611,11.611,9.818,10.047,360278.5,3870810.08078,19872.0,160236.65,1721582.65259
2020-03-09,10.058,10.368,9.39,9.908,396751.92,3930714.61186,23053.0,205668.21,2039434.27505
2020-03-10,9.917,10.205,9.586,9.861,327852.98,3248309.37338,20299.0,151445.41,1500432.60757
2020-03-11,9.868,10.008,8.784,9.428,357423.34,3368827.12131,20596.0,173100.96,1632514.12267
2020-03-12,9.441,9.581,5.356,5.64,916445.92,6479596.74834,48426.0,420554.58,2970530.54374
2020-03-13,5.63,6.688,3.864,6.218,1577316.69,9017273.03045,109007.0,791241.32,4525039.77985
2020-03-14,6.219,6.267,5.641,5.742,515924.19,3116577.21087,29103.0,251498.52,1519755.34548
2020-03-15,5.739,6.41,5.662,5.964,415660.69,2485259.37531,22535.0,197805.79,1182985.09582
2020-03-16,5.958,5.962,4.888,5.366,397877.3,2123890.19898,23728.0,199859.43,1067437.47196
2020-03-17,5.379,5.893,5.297,5.621,398563.51,2248282.56769,19714.0,203151.88,1146155.87226
2020-03-18,5.62,5.743,5.333,5.719,348189.43,1929726.1151,16619.0,172288.18,955312.0028
2020-03-19,5.726,6.82,5.668,6.477,491686.55,3066878.86841,21248.0,239995.48,1493627.64122
2020-03-20,6.473,7.203,5.681,6.272,763260.28,4988899.72515,36555.0,365211.96,2388950.76709
2020-03-21,6.28,6.442,5.877,6.235,515686.76,3177720.13552,23821.0,254673.0,1568944.09978
2020-03-22,6.235,6.447,5.865,5.948,392845.14,2399554.76267,17723.0,202849.43,1238929.83354
2020-03-23,5.93,6.703,5.826,6.688,437584.79,2740869.04477,21024.0,221254.69,1388094.08277
2020-03-24,6.688,6.968,6.517,6.898,455482.19,3085298.00899,20320.0,228901.55,1551130.46807
2020-03-25,6.894,7.09,6.596,6.934,687806.07,4705173.83909,22649.0,353395.96,2417319.3565
2020-03-26,6.934,7.052,6.715,7.035,406928.17,2780832.331,15987.0,206014.98,1407843.53393
2020-03-27,7.037,7.168,6.41,6.481,392693.93,2691377.7439,15360.0,193549.94,1329180.2233
2020-03-28,6.481,6.706,6.214,6.613,495028.18,3182941.75944,19999.0,248644.9,1599611.75316
2020-03-29,6.615,6.666,6.127,6.181,535572.3,3422987.3778,17499.0,271628.86,1735599.27194
2020-03-30,6.176,6.756,6.161,6.581,565251.04,3670059.51369,19311.0,283048.27,1837317.34573
2020-03-31,6.582,6.953,6.518,6.775,413588.06,2774743.27794,15490.0,209914.07,1407892.56079
2020-04-01,6.776,6.838,6.394,6.808,428173.48,2839661.62974,15657.0,199116.13,1321286.81373
2020-04-02,6.816,7.344,6.763,6.969,637716.08,4435295.08746,18932.0,346959.45,2412005.83827
2020-04-03,6.967,7.236,6.854,7.022,362763.82,2558314.17012,15951.0,190401.48,1343681.65524
2020-04-04,7.02,7.298,6.87,7.192,424621.63,3001389.20997,16416.0,218456.19,1544136.72226
2020-04-05,7.203,7.247,6.889,7.014,334077.34,2359334.5523,12813.0,165276.36,1167322.56808
2020-04-06,7.019,7.849,7.005,7.827,482426.77,3594969.07202,17154.0,236572.69,1764701.77889
2020-04-07,7.829,8.169,7.444,7.719,591318.23,4650204.789,20280.0,282176.84,2220229.14366
2020-04-08,7.719,8.045,7.652,7.998,413495.74,3262179.26711,15982.0,213408.55,1684673.16696
2020-04-09,7.998,8.159,7.8,8.027,331394.04,2656082.00821,18392.0,155378.77,1246366.32424
2020-04-10,8.027,8.033,7.083,7.3,555508.41,4144749.07956,23958.0,249125.4,1856011.1177
2020-04-11,7.3,7.528,7.133,7.295,289398.25,2121999.59064,15301.0,143742.27,1054042.2068
2020-04-12,7.295,7.709,7.165,7.36,340402.36,2541032.08738,17100.0,177961.2,1328696.56988
2020-04-13,7.358,7.358,7.002,7.277,564577.28,4050005.35313,22323.0,284061.61,2039082.37846
2020-04-14,7.277,7.425,7.133,7.253,318954.66,2322935.93591,18402.0,155884.66,1135652.90085
2020-04-15,7.253,7.376,6.953,6.994,332829.96,2381632.27412,16259.0,167345.9,1199552.4751
2020-04-16,6.987,7.707,6.804,7.61,671556.03,4931713.96107,30698.0,335793.0,2471327.26419
2020-04-17,7.61,7.654,7.409,7.459,456554.61,3435053.55266,15984.0,230316.06,1733732.43613
2020-04-18,7.459,7.939,7.452,7.878,454254.16,3506428.2672,14404.0,242282.68,1870258.60705
2020-04-19,7.885,7.91,7.422,7.618,586236.56,4500031.19304,18814.0,288636.92,2219001.43724
2020-04-20,7.614,7.825,7.114,7.204,716313.31,5332387.42509,31407.0,336298.76,2503108.793
2020-04-21,7.201,7.349,7.132,7.223,430235.06,3121697.77555,16136.0,216065.98,1567871.0867
2020-04-22,7.221,7.624,7.196,7.533,333641.7,2472404.45726,12949.0,170264.57,1262582.49259
2020-04-23,7.536,8.022,7.387,7.855,500777.48,3869999.68918,20821.0,244767.42,1894923.13463
2020-04-24,7.857,8.328,7.842,8.077,788406.67,6415302.01759,22613.0,380081.65,3094903.73403
2020-04-25,8.078,8.615,7.932,8.44,707966.72,5933797.96185,21834.0,349294.72,2928251.15934
2020-04-26,8.438,8.694,8.271,8.635,571922.38,4864141.0229,16695.0,279771.59,2379031.57035
2020-04-27,8.638,8.685,8.165,8.426,445703.16,3750032.69949,14316.0,208531.37,1756372.54602
2020-04-28,8.427,8.609,8.252,8.472,320478.34,2701512.56942,10495.0,154020.92,1298053.21088
2020-04-29,8.472,9.39,8.472,9.224,841851.11,7552693.04733,31029.0,426961.98,3833822.60304
