Date,Open,High,Low,Close,Volume,Qav,Num_trades,Taker_base_vol,Taker_quote_vol
2020-08-31,32000.0,39681.9,31126.3,34807.8,5838.36,206245263.2641,209010.0,2974.785,105087620.2447
2020-09-01,34845.4,37000.0,31500.0,32006.3,4308.466,145653137.3569,197212.0,2040.307,69054168.7748
2020-09-02,32000.0,32852.2,25450.0,31934.5,4936.519,146223974.9296,265009.0,2438.239,72299250.159
2020-09-03,31934.4,33406.4,27575.0,29408.3,3622.188,111555004.2163,207726.0,1806.284,55676048.5372
2020-09-04,29341.8,31564.7,23056.3,27286.5,2579.716,72135558.6641,142224.0,1220.913,34113073.8148
2020-09-05,27275.3,28683.9,18029.9,22184.6,4451.227,98125552.6633,206117.0,2259.956,49503023.5532
2020-09-06,22158.4,25178.8,19163.0,23867.1,2809.426,64079079.6485,137428.0,1560.467,35637177.2813
2020-09-07,23800.1,24610.8,20292.5,22927.0,1761.276,39361659.7907,65746.0,881.116,19724161.2421
2020-09-08,22937.8,23475.2,20918.3,22411.3,1509.913,33354677.665,56898.0,800.301,17663969.8995
2020-09-09,22411.3,29331.8,21492.9,27473.3,2881.861,74142988.1357,139031.0,1441.064,37169607.9218
2020-09-10,27470.9,34940.0,27441.5,34089.5,4052.162,126278543.0761,192760.0,2129.966,66391511.6693
2020-09-11,34091.0,38251.0,31333.0,37885.1,3007.644,101485866.871,167658.0,1594.03,53915187.9079
2020-09-12,37905.0,43937.0,35920.5,43050.0,4182.924,166294386.3835,241625.0,2339.396,92935190.1495
2020-09-13,43080.2,43268.8,32416.4,36886.5,4338.957,161224788.61,253363.0,2132.462,79143626.4687
2020-09-14,36858.1,42148.0,34510.3,39789.0,4238.562,167536408.6285,263390.0,2121.914,83877768.7303
2020-09-15,39762.0,41666.0,35170.6,35402.3,3755.921,145312925.2058,228962.0,1803.615,69959039.0933
2020-09-16,35404.6,37175.0,30567.6,34838.3,5233.826,180401315.9409,314041.0,2563.262,88452728.1719
2020-09-17,34840.2,36750.1,29538.5,33251.0,3631.608,119197231.8248,212145.0,1684.228,55327811.5792
2020-09-18,33251.0,34750.0,31158.0,32960.0,2736.401,90045309.6132,172384.0,1189.458,39240012.3188
2020-09-19,33007.7,33136.4,27935.4,30924.7,2785.271,85491806.1109,177390.0,1140.956,34943619.2346
2020-09-20,30900.0,30968.9,26222.0,28016.2,3173.565,90486094.8609,196483.0,1516.59,43256325.5011
2020-09-21,28022.7,28254.5,21640.9,24003.1,5750.721,140346200.8803,320476.0,2750.281,66966496.2368
2020-09-22,24003.1,26759.9,22685.0,24982.4,4683.737,114817574.8119,250518.0,2302.957,56616489.6729
2020-09-23,25002.4,26199.0,21137.4,21263.7,4264.671,103770914.3609,219333.0,1866.687,45500778.0788
2020-09-24,21264.9,25315.9,20360.0,25224.5,4042.927,94246668.2364,198081.0,1989.664,46422317.9293
2020-09-25,25228.3,27543.2,23210.0,26797.4,3342.598,83829232.3116,159683.0,1513.82,38213398.1156
2020-09-26,26776.6,31780.0,25898.3,31516.1,5150.536,150938833.3636,252119.0,2775.988,81395152.3646
2020-09-27,31477.4,33800.0,28215.7,30605.1,6421.031,196280131.8982,309934.0,3214.934,98359592.9359
2020-09-28,30568.5,31330.0,27500.0,28386.2,3930.714,114984797.3642,197469.0,1734.019,50789776.6916
2020-09-29,28426.6,28876.9,23518.3,25060.4,6852.676,173955891.7265,322992.0,3328.776,84609510.6548
2020-09-30,25060.6,25140.6,21841.9,23845.5,5716.905,133591304.1616,249717.0,2829.38,66149054.7775
2020-10-01,23879.9,26259.9,21543.2,22811.7,6141.772,145979765.0432,274169.0,2928.031,69675619.9221
2020-10-02,22810.5,23315.9,18933.7,21039.7,7317.781,152310145.6483,301564.0,3622.362,75445308.903
2020-10-03,21041.3,21684.5,18397.7,18846.9,4960.476,101251745.5498,199744.0,2227.719,45537729.9513
2020-10-04,18855.0,20177.5,15880.0,19150.3,12452.86,225813703.2443,436656.0,6181.039,112242352.1997
2020-10-05,19174.7,20480.1,17501.0,19162.5,9569.28,182836632.8712,342053.0,4766.708,91183473.5634
2020-10-06,19175.9,19426.9,16129.0,16609.2,9117.193,163387849.9312,315491.0,4402.095,78920151.0772
2020-10-07,16607.0,16690.0,13693.8,14847.0,13141.746,197557668.1543,458554.0,6408.442,96421132.9123
2020-10-08,14847.0,17323.6,12246.0,16757.3,26841.659,390544597.4602,832004.0,13409.628,195356400.7803
