Date,Open,High,Low,Close,Volume,Qav,Num_trades,Taker_base_vol,Taker_quote_vol
2021-09-10,13.273,13.71,9.815,10.429,14485733.4,161222123.2757,474493.0,7009269.9,77935630.4063
2021-09-11,10.429,12.786,10.302,10.947,14819012.8,170072128.5877,519319.0,7179401.0,82502982.0019
2021-09-12,10.947,12.75,10.677,11.304,11149165.2,129238918.3941,436020.0,5205903.8,60431592.2466
2021-09-13,11.3,11.491,9.0,10.415,16759760.1,170862606.4994,478443.0,7843006.7,80069939.4664
2021-09-14,10.427,12.217,10.0,11.692,13166733.6,147165665.7146,420238.0,6371998.0,71331417.5658
2021-09-15,11.711,12.503,11.013,11.613,10851374.7,127931266.6054,317394.0,5152054.7,60782390.3255
2021-09-16,11.618,16.989,11.585,15.406,48291734.9,720270703.4352,1674632.0,24390158.5,364340503.7736
2021-09-17,15.408,18.339,14.922,16.514,55576772.6,928039123.5123,1843379.0,27912598.8,466669683.0343
2021-09-18,16.497,18.015,15.507,16.097,25132476.0,419517590.2696,927005.0,11893081.8,198642464.4495
2021-09-19,16.097,16.358,13.85,14.267,21939223.3,321677857.1529,701990.0,10201223.0,149650325.8112
2021-09-20,14.271,14.301,11.215,11.841,33291544.3,422073863.8147,928200.0,15701677.6,199069831.1834
2021-09-21,11.841,13.7,10.82,12.569,32567648.2,409703870.449,948248.0,15702046.9,197695854.9251
2021-09-22,12.568,14.987,12.248,14.64,29617077.3,400661844.4662,840975.0,14362197.3,194352075.0138
2021-09-23,14.642,14.964,13.113,14.074,16201396.4,226983794.7919,500236.0,7593517.9,106478655.4909
2021-09-24,14.075,14.144,11.1,12.112,19698608.2,244198558.9341,622651.0,9265018.1,114708673.1982
2021-09-25,12.102,14.32,11.434,13.966,24698417.9,327351614.1388,742108.0,11934915.1,158385872.7962
2021-09-26,13.97,19.655,12.811,19.285,85059899.8,1433865865.2742,2592688.0,42901235.9,724396433.4295
2021-09-27,19.287,22.899,18.698,20.927,89133499.5,1852440273.5941,2766111.0,44131611.0,917637821.6629
2021-09-28,20.925,23.594,19.267,22.562,81529195.8,1718602695.9848,2516965.0,40305831.1,850586865.0732
2021-09-29,22.561,26.878,21.8,26.693,87726845.2,2173418295.29,2955580.0,44047977.6,1091345041.6344
2021-09-30,26.699,27.875,23.038,23.583,61579893.0,1571236211.0857,2119668.0,29423912.3,751485360.2427
2021-10-01,23.581,25.1,21.317,22.319,56061593.8,1296974655.6558,1803427.0,26279838.4,608578904.5544
2021-10-02,22.319,24.41,21.75,23.231,42962790.5,1000068212.9719,1471878.0,20210063.2,470600490.4293
2021-10-03,23.23,23.885,21.381,23.586,32220079.7,722839385.4201,1127730.0,14822592.7,332772321.9859
2021-10-04,23.588,26.455,22.6,23.45,57591298.7,1428654242.6133,1985447.0,27009307.4,670487783.2484
2021-10-05,23.456,24.5,22.064,22.649,26467837.6,617357563.4484,969906.0,12335204.7,287869752.9462
2021-10-06,22.65,23.57,20.505,23.024,33471752.8,737524674.128,1271804.0,15348263.1,338538582.784
2021-10-07,23.026,24.96,21.555,21.764,30949864.2,717780980.0095,1174782.0,14052628.8,326109299.48
2021-10-08,21.765,22.8,21.05,21.993,18941368.8,413828511.997,741953.0,8383958.4,183301900.1058
2021-10-09,21.982,23.062,21.35,21.84,16284914.0,359661441.764,612502.0,7340975.5,162260350.2163
2021-10-10,21.845,24.939,21.126,22.584,49279109.6,1154051861.5487,1660818.0,23200386.5,544078028.766
2021-10-11,22.584,26.099,22.1,23.642,64529366.5,1587174631.0264,2152379.0,31037539.5,764256147.4173
2021-10-12,23.649,23.654,21.277,22.315,36314412.2,807332720.7987,1187643.0,16828862.9,374368705.8948
2021-10-13,22.316,24.904,21.61,22.371,39499124.7,907919704.1356,1285199.0,18182133.5,418427327.1904
2021-10-14,22.372,24.0,22.28,23.627,19998036.8,457921121.3237,676449.0,9212390.9,211066439.0368
2021-10-15,23.626,24.375,22.253,22.655,20244216.6,467998029.9707,710408.0,9119444.9,210964552.3101
2021-10-16,22.654,23.386,22.04,22.365,12815071.8,290985924.7505,446986.0,5579603.4,126734554.006
2021-10-17,22.362,22.748,19.86,21.077,14767513.8,318649501.9963,529153.0,6177524.0,133520234.1067
2021-10-18,21.077,21.55,19.6,20.157,18273898.7,374070476.126,686710.0,8302841.0,170025253.9969
2021-10-19,20.158,20.723,18.582,19.192,15281890.0,303140659.5658,563080.0,6779027.7,134586849.0534
2021-10-20,19.192,20.95,18.501,20.014,23157434.7,456646029.5761,741974.0,10453130.7,206147257.2515
2021-10-21,20.009,20.888,18.866,19.383,21146091.5,423407882.1434,742058.0,9425137.7,188844151.2672
2021-10-22,19.383,20.468,19.009,20.316,15409028.7,303570777.1566,554694.0,7023658.2,138414308.7
2021-10-23,20.308,20.817,19.316,19.424,10997132.6,218960458.7143,399650.0,4818502.4,95981258.1982
2021-10-24,19.425,19.654,16.688,17.958,20700862.9,382429459.7654,651557.0,8843014.0,163283760.2277
2021-10-25,17.953,19.436,17.661,18.876,19655997.6,365578603.5017,611375.0,8775159.5,163300702.923
2021-10-26,18.874,19.37,17.498,17.863,16943683.9,313234086.015,567918.0,7273090.7,134601035.9058
2021-10-27,17.868,19.258,13.704,15.153,38614492.0,631999187.4159,1124485.0,16995203.5,277951300.5495
2021-10-28,15.155,16.381,14.645,15.805,19615842.4,305231355.7623,619954.0,9037652.6,140686092.258
2021-10-29,15.81,17.171,15.68,16.122,15501025.5,252293359.2614,550947.0,6949257.5,113134756.2816
2021-10-30,16.12,16.269,15.161,15.591,12752149.4,200961945.5943,459787.0,5693195.6,89767959.8809
2021-10-31,15.586,15.9,14.511,15.193,11608091.8,175756281.4753,460231.0,5090180.6,77096731.6314
2021-11-01,15.193,18.1,14.87,17.288,35441042.4,599592109.876,1374472.0,16454726.8,278698530.2502
