Date,Open,High,Low,Close,Volume,Qav,Num_trades,Taker_base_vol,Taker_quote_vol
2022-04-29,1.86,2.24,1.32,1.408,551427285.8,948169281.444,2623319.0,269771618.4,464240453.733
2022-04-30,1.407,1.579,1.098,1.131,247754258.6,339487970.9841,1140228.0,118236614.1,162300144.2879
2022-05-01,1.13,1.376,1.122,1.313,165624615.6,203642562.5801,800694.0,81571807.1,100357382.6169
2022-05-02,1.312,1.378,1.15,1.187,109765504.2,139470818.32,503474.0,51521634.2,65545359.3565
2022-05-03,1.186,1.53,1.176,1.421,369643469.1,519110210.3358,1521665.0,188757513.4,265298251.3721
2022-05-04,1.423,1.643,1.389,1.457,537098288.8,817187184.3612,2205850.0,269947606.2,411213687.2975
2022-05-05,1.456,1.5,1.151,1.224,199698514.4,263685665.3959,807397.0,92494019.4,122209476.2774
2022-05-06,1.224,1.228,1.033,1.157,131847770.5,147603352.3519,491041.0,63570466.9,71132216.7695
2022-05-07,1.158,1.182,1.001,1.046,108485970.8,120298719.9185,367113.0,52233701.9,57986119.0704
2022-05-08,1.046,1.057,0.95,0.965,89368017.9,89534340.2432,305247.0,42867783.5,42991065.0923
2022-05-09,0.965,1.006,0.697,0.709,170124160.8,144290543.5771,559987.0,82152419.8,69722416.5171
2022-05-10,0.709,0.831,0.661,0.703,140289865.1,105936264.4391,377862.0,69715131.6,52697076.1973
2022-05-11,0.704,0.737,0.282,0.373,331185408.6,147194396.2626,655031.0,164531010.9,72944011.4823
2022-05-12,0.373,0.502,0.296,0.434,289677576.8,118603275.1823,595139.0,146407478.4,60018596.5821
2022-05-13,0.433,0.553,0.402,0.415,186767195.8,90812815.8857,374308.0,92158916.7,44872900.1856
2022-05-14,0.415,0.484,0.384,0.466,138370156.8,58710570.4001,249362.0,69609748.0,29553796.7427
2022-05-15,0.467,0.475,0.424,0.472,83457277.0,36919592.6751,148149.0,41886982.0,18516143.9212
2022-05-16,0.472,0.473,0.4,0.42,89601579.6,38024205.3674,116540.0,42604193.5,18058121.7825
2022-05-17,0.419,0.533,0.418,0.484,275987388.7,135927088.2326,355316.0,137988330.5,67991204.3755
2022-05-18,0.485,0.502,0.417,0.422,127090804.5,57673457.7292,161665.0,62241050.1,28260460.7834
2022-05-19,0.422,0.4949,0.416,0.4692,148490351.9,67868218.70446,269969.0,73146547.2,33434857.47863
2022-05-20,0.4692,0.498,0.433,0.4702,154278044.5,72069112.4501,324010.0,75408475.6,35231698.12733
2022-05-21,0.4701,0.5901,0.466,0.5284,431815492.4,224898315.30289,884641.0,215436560.6,112215618.02717
2022-05-22,0.5282,0.5599,0.4945,0.5129,136248522.6,70521868.77199,335689.0,65468868.0,33905818.22806
2022-05-23,0.513,0.532,0.461,0.4736,98006668.5,49569762.20156,218103.0,46346063.0,23449457.82653
2022-05-24,0.4735,0.5089,0.45,0.4859,72503737.9,34707344.49128,198883.0,35540639.3,17015731.27108
2022-05-25,0.4855,0.4932,0.4653,0.4691,53716983.1,25618265.67592,141378.0,25823058.5,12316523.76008
2022-05-26,0.4692,0.485,0.394,0.4181,82049225.5,35864694.05452,196357.0,39739227.2,17375964.97635
2022-05-27,0.418,0.4349,0.3931,0.4088,59220171.5,24450853.87611,161900.0,29046660.7,11995540.7929
2022-05-28,0.4088,0.427,0.3995,0.4235,34659925.7,14347144.25501,78424.0,17001135.2,7038345.47646
2022-05-29,0.4236,0.4692,0.4046,0.4537,63527532.8,27826765.82157,118367.0,31558277.5,13840989.70798
2022-05-30,0.4537,0.5016,0.4426,0.4902,70246447.3,32838469.11559,174959.0,34288757.6,16045398.92098
2022-05-31,0.4902,0.5057,0.4392,0.471,54881750.5,25947130.12234,161848.0,25719270.8,12166893.72276
2022-06-01,0.471,0.4895,0.4116,0.4243,84713735.5,38187137.16624,197634.0,41518665.6,18730424.10001
2022-06-02,0.4242,0.4385,0.4085,0.4354,36887193.8,15689386.7153,119321.0,17660051.6,7512280.52385
2022-06-03,0.4353,0.4399,0.4025,0.414,33955725.1,14185213.44204,105357.0,15976477.1,6672005.34293
2022-06-04,0.414,0.4558,0.4046,0.4288,98244454.5,42771386.77828,190488.0,48433622.8,21096761.03156
2022-06-05,0.4286,0.4324,0.4166,0.4212,35260034.4,14920676.73246,87290.0,16719606.1,7076876.54361
2022-06-06,0.4213,0.449,0.4196,0.4398,40327834.7,17541321.42525,113226.0,18406556.2,8008716.84217
2022-06-07,0.4398,0.4721,0.393,0.4152,88653564.6,37139486.52019,175607.0,41753322.8,17478209.43766
2022-06-08,0.4152,0.4377,0.4104,0.4182,52950355.0,22370955.04561,122272.0,24717947.3,10448132.65457
2022-06-09,0.4186,0.43,0.4142,0.4177,31439602.2,13254629.59607,78762.0,14525755.5,6127034.17463
2022-06-10,0.4177,0.4233,0.3872,0.3954,43775049.3,17728056.23514,94836.0,19637097.5,7953715.84698
2022-06-11,0.3955,0.4217,0.3435,0.3546,65167647.8,24797971.90233,140783.0,30707195.8,11685933.66832
2022-06-12,0.3547,0.3605,0.3041,0.31,65354671.1,21333923.71598,141313.0,32235030.8,10521424.31938
2022-06-13,0.31,0.325,0.2645,0.2913,147365914.9,42894457.20396,253683.0,72720987.1,21173988.65738
2022-06-14,0.2911,0.3343,0.2792,0.3156,132281606.7,40568849.70559,231808.0,64813557.4,19886445.25467
2022-06-15,0.3156,0.3322,0.2789,0.332,101270967.2,30646778.95728,182572.0,48479723.8,14668555.64938
2022-06-16,0.332,0.3379,0.2878,0.2931,61955848.3,18969335.22151,126056.0,29832606.7,9132813.25173
2022-06-17,0.2932,0.3115,0.2917,0.3069,33027480.9,10045680.43811,79243.0,15689930.6,4771918.46047
2022-06-18,0.307,0.3119,0.2531,0.2771,53853318.3,15041264.38386,112441.0,25574191.9,7146994.6848
2022-06-19,0.2771,0.2949,0.2606,0.2907,38928095.2,10816699.7398,79854.0,18963259.3,5271762.99428
2022-06-20,0.2907,0.3003,0.2766,0.2947,42230438.2,12249830.1794,89625.0,20398934.8,5916008.99107
2022-06-21,0.2945,0.3158,0.2919,0.2972,48040910.6,14584392.42481,105985.0,23195200.0,7042604.73505
2022-06-22,0.2973,0.2976,0.276,0.2845,38341080.4,11012874.28728,88262.0,18479169.8,5310409.75836
2022-06-23,0.2847,0.3091,0.2828,0.3044,46556689.5,13941844.62696,88440.0,22230634.2,6658861.23887
2022-06-24,0.3044,0.3311,0.304,0.3185,53399624.3,16862826.09691,106183.0,25301284.9,7993846.39588
2022-06-25,0.3184,0.3518,0.3049,0.3391,57736023.9,18955578.0906,113561.0,27430899.1,9016412.48687
2022-06-26,0.3393,0.365,0.3139,0.3154,105270442.9,36089497.55895,171964.0,49044771.8,16826178.74186
2022-06-27,0.3156,0.3345,0.3081,0.3154,40250725.2,12926835.33394,83107.0,19531209.3,6276919.71562
2022-06-28,0.3153,0.3302,0.2982,0.3004,64813087.3,20455202.9514,104784.0,30486144.7,9619719.11432
2022-06-29,0.3004,0.3099,0.2915,0.3013,45711325.4,13721682.07944,86515.0,22273740.7,6686578.95104
2022-06-30,0.3014,0.3035,0.2715,0.2902,45598558.4,13007509.09304,94543.0,22421396.6,6399714.95016
2022-07-01,0.29,0.2976,0.2783,0.2811,36701507.7,10493819.56634,83624.0,18278643.9,5226524.48608
2022-07-02,0.2813,0.2879,0.2734,0.2836,20186994.0,5684675.01455,38077.0,10024833.3,2823967.88713
2022-07-03,0.2835,0.2936,0.2786,0.2908,23296874.2,6632602.77135,41711.0,11343219.3,3230702.50694
2022-07-04,0.2912,0.3019,0.2846,0.2996,47942001.4,14115000.68554,72737.0,23402618.1,6891758.56687
2022-07-05,0.2997,0.3035,0.2811,0.2833,37792065.0,11006128.52361,67455.0,16967571.4,4946629.73463
2022-07-06,0.2835,0.3108,0.2796,0.2997,56410416.6,16582069.69867,83186.0,28129837.4,8260312.82998
2022-07-07,0.2997,0.3124,0.2962,0.3072,46536866.5,14151164.74819,75265.0,22140156.7,6732983.23493
2022-07-08,0.3073,0.3159,0.2934,0.2983,36314194.0,10964394.12462,65140.0,16384901.5,4949967.3116
2022-07-09,0.2983,0.3075,0.2955,0.3027,19804037.6,6000277.94161,44903.0,9681277.1,2933462.51884
2022-07-10,0.3025,0.3029,0.2861,0.2883,22799008.7,6706481.02664,46305.0,10196781.6,3001660.42839
2022-07-11,0.2886,0.3037,0.2724,0.2774,118631992.3,34698820.34014,142894.0,58414791.3,17106801.43447
2022-07-12,0.2775,0.2839,0.2692,0.2704,49479485.3,13694690.22763,79619.0,24794819.9,6866007.02941
2022-07-13,0.2704,0.2799,0.2542,0.2794,59455575.5,15925489.3138,95758.0,30239737.8,8104349.84938
2022-07-14,0.2794,0.2853,0.2695,0.2813,52563345.3,14619486.62062,81147.0,24989905.9,6950098.88364
2022-07-15,0.2814,0.302,0.2755,0.2846,56160234.6,16188662.32629,97047.0,26708420.1,7702776.84491
2022-07-16,0.2845,0.294,0.278,0.2917,26603842.2,7627931.94886,51233.0,13223400.7,3793155.07998
2022-07-17,0.2918,0.311,0.2888,0.2929,52268789.1,15650573.75433,92448.0,24877825.0,7454036.79579
2022-07-18,0.2928,0.3245,0.2928,0.3141,70627682.7,21992997.44932,118081.0,33633715.4,10476400.93346
2022-07-19,0.314,0.3281,0.3044,0.3198,65546606.1,20867782.06894,115491.0,31447458.1,10014969.74335
2022-07-20,0.3198,0.3362,0.295,0.3045,67747439.8,21756256.67473,128397.0,31297919.6,10054237.76036
2022-07-21,0.3044,0.309,0.2911,0.306,45127731.3,13581450.40873,80561.0,21375725.7,6434017.97852
2022-07-22,0.3059,0.3189,0.2931,0.2984,35182484.8,10785226.56574,78686.0,16321605.5,5006486.65548
2022-07-23,0.2984,0.3067,0.293,0.2998,29042390.3,8717235.25657,62186.0,13684664.7,4107879.30652
2022-07-24,0.2996,0.3236,0.2992,0.3046,44574684.0,13778728.17101,79021.0,20856676.2,6448610.86219
2022-07-25,0.3046,0.3069,0.2793,0.2805,29156088.3,8547925.7147,69348.0,12671076.5,3719114.09091
2022-07-26,0.2808,0.2818,0.2706,0.2812,24877897.8,6861964.82113,64520.0,11809489.7,3258422.61586
2022-07-27,0.2811,0.2987,0.2763,0.2981,32277126.9,9245015.75548,60270.0,15752543.5,4516175.67532
2022-07-28,0.2981,0.3385,0.293,0.3304,75254332.1,23577183.66284,121305.0,35203965.1,11046687.52596
2022-07-29,0.3305,0.3437,0.3132,0.3233,79736259.7,26212036.90154,151094.0,36023306.3,11852086.07194
2022-07-30,0.3234,0.3545,0.318,0.3244,76274563.4,25873899.24981,139711.0,35564082.7,12068541.2702
2022-07-31,0.3245,0.3828,0.3217,0.3382,116892533.7,41406743.79057,195182.0,55840856.3,19795233.79332
2022-08-01,0.3383,0.3541,0.327,0.3398,48099138.5,16312814.32708,93775.0,22443905.1,7610932.99124
2022-08-02,0.3398,0.3456,0.3192,0.3325,67187029.9,22472239.16318,112246.0,31693084.4,10607239.25446
