Date_open,Date_close,Open_price,Close_price,Points_SL,Points_TP,Result_points,Result_trade,Equity_usdt
2019-10-13,2019-10-14,8274.66,8346.05,-145.4973,71.38999999999942,71.38999999999942,4.9066202603071964,4.9066202603071964
2019-10-15,2019-10-16,8160.01,8071.92,-88.09000000000015,-167.80000000000018,-88.09000000000015,-10.0,-5.0933797396928036
2019-10-18,2019-10-19,7943.94,7947.13,-139.7519999999995,3.1900000000005093,3.1900000000005093,0.22826149178548577,-4.865118247907318
2019-12-04,2019-12-05,7191.0,7384.99,-128.0699999999997,193.98999999999978,193.98999999999978,15.147185133130336,10.282066885223017
2020-02-04,2020-02-05,9198.35,9630.0,-102.45499999999993,431.64999999999964,431.64999999999964,42.1306915231077,52.41275840833072
2020-04-13,2020-04-14,6834.0,6864.11,-282.558,30.109999999999673,30.109999999999673,1.0656219254099928,53.47838033374071
2020-06-27,2020-06-28,9008.0,9114.0,-200.41640000000007,106.0,106.0,5.288988326304632,58.76736866004534
2020-07-16,2020-07-17,9132.0,9151.69,-97.02401999999893,19.69000000000051,19.69000000000051,2.0293943705899555,60.7967630306353
2020-12-11,2020-12-12,18031.47,18800.0,-494.02500000000146,768.5299999999988,768.5299999999988,15.556500177116472,76.35326320775177
2021-01-17,2021-01-18,35869.83,36686.86,-2040.1935000000012,817.0299999999988,817.0299999999988,4.0046691649590995,80.35793237271086
2021-01-20,2021-01-21,35500.0,33369.597,-2130.4029999999984,-4620.029999999999,-2130.4029999999984,-10.0,70.35793237271086
2021-02-26,2021-02-28,46313.13,44055.9,-2257.229999999996,-1149.7699999999968,-2257.229999999996,-10.0,60.35793237271086
2021-02-28,2021-03-01,45163.36,49592.7,-2204.3120500000005,4429.3399999999965,4429.3399999999965,20.09397898087975,80.45191135359062
2021-04-18,2021-04-20,56140.05,56410.56,-6140.100000000006,270.50999999999476,270.50999999999476,0.44056285728244576,80.89247421087306
2021-04-25,2021-04-26,49063.94,53984.33,-2180.4404300000024,4920.389999999999,4920.389999999999,22.566037266149912,103.45851147702297
2021-05-16,2021-05-17,46429.28,43822.134,-2607.1460000000006,-2863.0999999999985,-2607.1460000000006,-10.0,93.45851147702297
2021-05-23,2021-05-24,34651.6,38779.66,-3585.996699999996,4128.060000000005,4128.060000000005,11.511611262776704,104.97012273979968
2021-12-10,2021-12-11,47136.35,46781.401770000004,-354.9482299999945,2244.800000000003,-354.9482299999945,-10.0,94.97012273979968
2021-12-17,2021-12-18,46125.33,46815.99,-797.5931100000016,690.6599999999962,690.6599999999962,8.659302485699692,103.62942522549938
2022-01-04,2022-01-05,45833.42,45400.124429999996,-433.29557000000204,-2411.729999999996,-433.29557000000204,-10.0,93.62942522549938
2022-01-10,2022-01-11,41801.55,42700.68,-2231.1600000000035,899.1299999999974,899.1299999999974,4.029876835368132,97.6593020608675
2022-04-10,2022-04-11,42140.4,41796.162,-344.23800000000483,-2634.800000000003,-344.23800000000483,-10.0,87.6593020608675
2022-06-30,2022-07-04,19923.5,20226.6,-1379.0629999999983,303.09999999999854,303.09999999999854,2.1978691328822464,89.85717119374975
2022-08-04,2022-08-05,22608.9,23298.1,-261.27000000000044,689.1999999999971,689.1999999999971,26.37884181115306,116.23601300490282
2022-09-21,2022-09-22,18447.5,19392.5,-381.28429999999935,945.0,945.0,24.784655439523778,141.0206684444266
2022-10-20,2022-10-21,19034.7,18863.517600000003,-171.18239999999787,116.20000000000073,-171.18239999999787,-10.0,131.0206684444266
2022-12-30,2023-01-01,16601.2,16610.3,-297.52000000000044,9.099999999998545,9.099999999998545,0.3058617908039302,131.32653023523054
2023-02-13,2023-02-14,21766.2,22187.4,-449.53800000000047,421.2000000000007,421.2000000000007,9.369619475995362,140.6961497112259
2023-04-24,2023-04-25,27497.5,28286.7,-605.1193000000021,789.2000000000007,789.2000000000007,13.042056335006965,153.73820604623288
2023-05-10,2023-05-12,27582.9,26639.933399999998,-942.9666000000034,-797.8000000000029,-942.9666000000034,-10.0,143.73820604623288
2023-07-17,2023-07-18,30126.1,29600.37,-525.7299999999996,-280.5,-525.7299999999996,-10.0,133.73820604623288
