,Open,High,Low,Close,Adj Close,Volume
2023-01-03,63.560001373291016,63.560001373291016,62.18000030517578,62.95000076293945,61.99864196777344,12180500
2023-01-04,63.150001525878906,63.33000183105469,62.5099983215332,62.91999816894531,61.969093322753906,13387900
2023-01-05,62.599998474121094,62.79999923706055,62.08000183105469,62.20000076293945,61.25997543334961,9814700
2023-01-06,62.90999984741211,63.66999816894531,62.58000183105469,63.400001525878906,62.44184494018555,9990000
2023-01-09,63.29999923706055,63.720001220703125,62.58000183105469,62.61000061035156,61.663780212402344,9442600
2023-01-10,62.599998474121094,62.72999954223633,61.91999816894531,62.130001068115234,61.191036224365234,10134600
2023-01-11,62.380001068115234,62.560001373291016,61.40999984741211,62.0099983215332,61.072845458984375,10823000
2023-01-12,62.11000061035156,62.18000030517578,60.970001220703125,61.209999084472656,60.28493881225586,13907300
2023-01-13,60.70000076293945,61.459999084472656,60.59000015258789,61.43000030517578,60.50161361694336,13986400
2023-01-17,61.72999954223633,62.380001068115234,61.560001373291016,61.68000030517578,60.74783706665039,18327800
2023-01-18,61.5099983215332,61.59000015258789,59.68000030517578,59.810001373291016,58.906097412109375,19679400
2023-01-19,59.72999954223633,60.63999938964844,59.709999084472656,59.720001220703125,58.81745529174805,14894500
2023-01-20,59.720001220703125,60.09000015258789,59.400001525878906,60.08000183105469,59.17201614379883,14237700
2023-01-23,60.279998779296875,60.56999969482422,60.04999923706055,60.22999954223633,59.31974792480469,12613400
2023-01-24,60.08000183105469,61.849998474121094,59.79999923706055,60.54999923706055,59.63491439819336,10103300
2023-01-25,60.20000076293945,60.939998626708984,59.88999938964844,60.93000030517578,60.00917053222656,11265800
2023-01-26,60.810001373291016,61.099998474121094,60.56999969482422,60.810001373291016,59.890987396240234,11884800
2023-01-27,60.84000015258789,60.959999084472656,60.369998931884766,60.4900016784668,59.57582092285156,14087000
2023-01-30,60.540000915527344,61.16999816894531,60.459999084472656,60.63999938964844,59.723548889160156,15632000
2023-01-31,60.97999954223633,61.34000015258789,60.5099983215332,61.31999969482422,60.39327621459961,14344400
2023-02-01,61.13999938964844,61.58000183105469,60.619998931884766,61.33000183105469,60.40312576293945,12535400
2023-02-02,60.79999923706055,61.02000045776367,59.90999984741211,60.279998779296875,59.36899185180664,16947200
2023-02-03,60.349998474121094,60.41999816894531,59.22999954223633,59.83000183105469,58.9257926940918,15404400
2023-02-06,59.790000915527344,60.34000015258789,59.720001220703125,60.16999816894531,59.26065444946289,11330900
2023-02-07,59.66999816894531,60.2400016784668,59.540000915527344,60.06999969482422,59.162166595458984,14922700
2023-02-08,59.91999816894531,59.91999816894531,59.59000015258789,59.720001220703125,58.81745529174805,11012000
2023-02-09,60.150001525878906,60.31999969482422,59.599998474121094,59.619998931884766,58.718963623046875,12515300
