Date_open,Date_close,Price_open,Price_close,Points,Usdt,Pcnt_cng,Avg_vol5
2020-01-02 03:30:00,2020-01-02 04:45:00,7141.86,7139.36,-2.5,-0.025,0.003496620584574741,2.1055267721706676
2020-01-02 13:30:00,2020-01-02 14:45:00,7119.28,7131.0,11.720000000000255,0.11720000000000255,0.005006219340051238,11.52319135369574
2020-01-05 18:30:00,2020-01-05 19:45:00,7431.68,7441.83,10.149999999999636,0.10149999999999637,0.0038496595356816454,2.9994254124377258
2020-01-08 20:00:00,2020-01-08 21:15:00,7927.65,8017.86,90.21000000000004,0.9021000000000003,0.015000534269008232,2.3745611092549725
2020-01-11 10:45:00,2020-01-11 12:00:00,8057.89,8037.37,-20.520000000000437,-0.20520000000000438,0.005984160663179625,1.5792438455172655
2020-01-12 00:00:00,2020-01-12 01:15:00,7990.98,8075.62,84.64000000000033,0.8464000000000033,0.009597913841867492,3.5057532775500846
2020-01-12 21:45:00,2020-01-12 23:00:00,8103.58,8151.0,47.42000000000007,0.47420000000000073,0.004994928943820591,2.6668206441859486
2020-01-13 12:00:00,2020-01-13 13:15:00,8065.0,8103.0,38.0,0.38,0.006117338538739898,3.3646996492958023
2020-01-13 15:15:00,2020-01-13 16:30:00,8082.51,8093.3,10.789999999999964,0.10789999999999964,0.0008640830706471081,1.1178276384680432
2020-01-14 16:00:00,2020-01-14 17:15:00,8601.85,8730.0,128.14999999999964,1.2814999999999963,0.013132835875690583,3.307066871153251
2020-01-15 15:30:00,2020-01-15 16:45:00,8774.71,8783.71,9.0,0.09,0.009612997015760944,1.163645605020138
2020-01-16 09:15:00,2020-01-16 10:30:00,8619.31,8652.73,33.42000000000007,0.3342000000000007,0.009065135614888708,2.190685457835811
2020-01-17 12:00:00,2020-01-17 13:15:00,8857.45,8858.65,1.1999999999989086,0.011999999999989087,0.011136292591434822,3.593768657744629
2020-01-17 19:45:00,2020-01-17 21:00:00,8883.8,8902.62,18.820000000001528,0.18820000000001527,0.008140265789558874,2.0677981802955383
2020-01-20 11:45:00,2020-01-20 13:00:00,8622.74,8530.26,-92.47999999999956,-0.9247999999999956,0.004619774760007253,2.962654889913678
2020-01-23 01:30:00,2020-01-23 02:45:00,8612.25,8613.18,0.930000000000291,0.00930000000000291,0.006040678208663093,3.8144607053193615
2020-01-24 09:30:00,2020-01-24 10:45:00,8293.15,8256.0,-37.149999999999636,-0.3714999999999964,0.0056532738630504465,2.060996284688524
2020-01-25 00:45:00,2020-01-25 02:00:00,8313.7,8319.2,5.5,0.055,0.014756666690368184,2.5077006400440336
2020-01-30 00:00:00,2020-01-30 01:15:00,9283.17,9278.2,-4.969999999999345,-0.04969999999999345,0.007005282040420743,3.035109293494312
2020-01-31 04:00:00,2020-01-31 05:15:00,9431.21,9413.68,-17.529999999998836,-0.17529999999998835,0.00437995502866148,2.4006118484712657
2020-01-31 05:45:00,2020-01-31 07:00:00,9356.16,9371.1,14.94000000000051,0.14940000000000508,0.008191082140854433,1.945179610128022
2020-02-03 07:15:00,2020-02-03 08:30:00,9372.8,9399.26,26.460000000000946,0.26460000000000944,0.004587935429057001,1.683306064960378
2020-02-04 04:45:00,2020-02-04 06:00:00,9274.74,9297.84,23.100000000000364,0.23100000000000365,0.004549684291192612,2.5969927412664204
2020-02-04 09:15:00,2020-02-04 10:30:00,9206.35,9174.34,-32.01000000000022,-0.3201000000000022,0.006647633351891761,3.2138062076850185
2020-02-06 22:45:00,2020-02-07 00:00:00,9699.61,9805.44,105.82999999999993,1.0582999999999994,0.006732982706218716,2.5486583618008414
2020-02-08 02:45:00,2020-02-08 04:00:00,9738.24,9745.01,6.770000000000437,0.06770000000000437,0.005971374150993086,4.1005742664392795
2020-02-14 07:15:00,2020-02-14 08:30:00,10166.49,10170.03,3.540000000000873,0.03540000000000873,0.004261508325171422,1.7396372787154353
2020-02-14 22:00:00,2020-02-14 23:15:00,10323.62,10355.2,31.579999999999927,0.3157999999999993,0.005075036525614175,1.7271375144913046
2020-02-15 07:30:00,2020-02-15 08:45:00,10229.98,10268.35,38.3700000000008,0.38370000000000803,0.0024388127145906742,1.3881131724091103
2020-02-16 05:45:00,2020-02-16 07:00:00,9964.19,9991.06,26.86999999999898,0.26869999999998984,0.004332728789763605,2.177168020235535
2020-02-16 11:00:00,2020-02-16 12:15:00,9945.0,9956.23,11.229999999999563,0.11229999999999564,0.0035369678266183656,2.448824292564209
2020-02-17 10:15:00,2020-02-17 11:30:00,9746.49,9620.0,-126.48999999999978,-1.264899999999998,0.0061700825940654855,3.488686562126239
2020-02-18 09:00:00,2020-02-18 10:15:00,9725.48,9690.27,-35.20999999999913,-0.35209999999999125,0.005526850472364325,2.4754142859639905
2020-02-19 21:45:00,2020-02-19 23:00:00,9617.01,9647.56,30.549999999999272,0.3054999999999927,0.04903068867826579,9.890703476920548
2020-02-22 15:15:00,2020-02-22 16:30:00,9625.01,9615.15,-9.860000000000582,-0.09860000000000582,0.0032217909470885387,1.6526389524714178
2020-02-23 20:15:00,2020-02-23 21:30:00,9870.82,9876.01,5.190000000000509,0.051900000000005095,0.002540430640382481,1.5916228890496196
2020-02-25 11:00:00,2020-02-25 12:15:00,9538.17,9633.38,95.20999999999913,0.9520999999999913,0.0031093487403740833,1.7163479050618236
2020-02-25 13:15:00,2020-02-25 14:30:00,9567.76,9407.27,-160.48999999999978,-1.6048999999999978,0.007278548980017415,1.4585351514563436
2020-02-26 01:15:00,2020-02-26 02:30:00,9231.64,9212.92,-18.719999999999345,-0.18719999999999345,0.011504345181752433,2.2669647487651354
2020-02-26 13:30:00,2020-02-26 14:45:00,9190.78,9049.57,-141.21000000000095,-1.4121000000000095,0.010636637354285763,0.8496430201342456
2020-02-26 16:15:00,2020-02-26 17:30:00,8882.45,8693.18,-189.27000000000044,-1.8927000000000045,0.017051880476377033,2.759036193725648
2020-02-27 21:30:00,2020-02-27 22:45:00,8768.7,8800.33,31.6299999999992,0.316299999999992,0.013528031994780036,3.846669133057501
2020-03-01 01:00:00,2020-03-01 02:15:00,8529.07,8649.27,120.20000000000073,1.2020000000000073,0.009539879366686677,0.9267606942753612
2020-03-01 04:15:00,2020-03-01 05:30:00,8577.43,8575.98,-1.4500000000007276,-0.014500000000007276,0.008143064461108839,2.1546802235139215
2020-03-03 07:00:00,2020-03-03 08:15:00,8763.2,8777.62,14.420000000000073,0.14420000000000074,0.008108805592404551,4.041840670752901
2020-03-04 15:00:00,2020-03-04 16:15:00,8691.97,8718.27,26.30000000000109,0.2630000000000109,0.009820942382133989,2.9148907276919167
2020-03-05 07:30:00,2020-03-05 08:45:00,8904.13,8928.15,24.020000000000437,0.24020000000000438,0.0028712945574187504,1.56190378541411
2020-03-05 14:45:00,2020-03-05 16:00:00,9032.85,9102.84,69.98999999999978,0.6998999999999979,0.007013570929957652,2.815055919075514
2020-03-05 23:00:00,2020-03-06 00:15:00,9055.76,9070.38,14.619999999998981,0.1461999999999898,0.006000814451129099,1.8542144024025926
2020-03-06 15:45:00,2020-03-06 17:00:00,9016.99,9067.01,50.02000000000044,0.5002000000000044,0.006253216703604778,2.8563342540854992
2020-03-08 12:45:00,2020-03-08 14:00:00,8689.94,8680.01,-9.930000000000291,-0.09930000000000291,0.005934690945363689,5.422893351933324
2020-03-08 15:00:00,2020-03-08 16:15:00,8524.17,8211.53,-312.6399999999994,-3.126399999999994,0.015311804008908603,2.765644596129119
2020-03-08 23:45:00,2020-03-09 01:00:00,8038.46,8068.1,29.640000000000327,0.29640000000000327,0.02147804598960421,3.0207283782391516
2020-03-11 22:00:00,2020-03-11 23:15:00,7807.07,7936.05,128.98000000000047,1.2898000000000047,0.00610184595798858,1.3247291954105127
2020-03-12 10:30:00,2020-03-12 11:45:00,6304.45,6038.38,-266.0699999999997,-2.660699999999997,0.1432436729718381,11.141645635016108
2020-03-12 23:15:00,2020-03-13 00:30:00,5038.52,4560.03,-478.4900000000007,-4.784900000000007,0.13162353095275423,5.595869660147127
2020-03-14 22:15:00,2020-03-14 23:30:00,5213.29,5159.96,-53.32999999999993,-0.5332999999999993,0.01840136169699991,2.13542458110173
2020-03-16 06:00:00,2020-03-16 07:15:00,5014.21,4939.43,-74.77999999999975,-0.7477999999999975,0.04249765121945634,6.126709592331289
2020-03-20 01:30:00,2020-03-20 02:45:00,6104.54,6144.68,40.14000000000033,0.4014000000000033,0.017599253286985576,3.194424292794082
2020-03-21 09:30:00,2020-03-21 10:45:00,5955.0,5970.02,15.020000000000437,0.15020000000000436,0.02538898517707481,1.8818391814402582
2020-03-22 11:45:00,2020-03-22 13:00:00,6152.0,6039.7,-112.30000000000018,-1.1230000000000018,0.014086764210964862,1.2804040139322794
2020-03-25 00:00:00,2020-03-25 01:15:00,6643.09,6656.27,13.180000000000291,0.13180000000000291,0.019339838502531733,3.1779468855760964
2020-03-26 15:00:00,2020-03-26 16:15:00,6568.35,6616.43,48.07999999999993,0.4807999999999993,0.007685195536634209,0.9146973972708375
2020-03-27 05:00:00,2020-03-27 06:15:00,6645.39,6679.63,34.23999999999978,0.3423999999999978,0.0223471412871894,5.146556695601668
2020-03-27 10:00:00,2020-03-27 11:15:00,6629.22,6657.99,28.769999999999527,0.2876999999999953,0.005966402809412486,3.5231981853444085
2020-03-27 13:30:00,2020-03-27 14:45:00,6588.07,6613.19,25.11999999999989,0.2511999999999989,0.006390224479823344,2.0193245257337593
2020-03-27 23:30:00,2020-03-28 00:45:00,6328.78,6297.52,-31.25999999999931,-0.3125999999999931,0.048765787444594554,9.502526998082566
2020-03-28 03:30:00,2020-03-28 04:45:00,6084.65,6165.19,80.53999999999996,0.8053999999999997,0.026281509646528735,3.03057357909441
2020-04-01 00:15:00,2020-04-01 01:30:00,6263.86,6281.01,17.150000000000546,0.17150000000000545,0.024358864530197474,5.709286254147099
2020-04-02 20:15:00,2020-04-02 21:30:00,6679.35,6812.17,132.8199999999997,1.3281999999999972,0.019753593730508657,1.161020811384198
2020-04-05 03:30:00,2020-04-05 04:45:00,6790.19,6771.37,-18.81999999999971,-0.1881999999999971,0.0069322670707077415,1.9086411569730803
2020-04-10 02:30:00,2020-04-10 03:45:00,7239.0,7172.94,-66.0600000000004,-0.660600000000004,0.0026397874943511652,2.9937500806732666
2020-04-10 04:00:00,2020-04-10 05:15:00,7139.64,6945.0,-194.64000000000033,-1.9464000000000032,0.012265677960239594,4.586450303853189
2020-04-10 13:30:00,2020-04-10 14:45:00,6887.49,6848.48,-39.01000000000022,-0.39010000000000217,0.00487198047740211,6.2455936153952285
2020-04-11 09:00:00,2020-04-11 10:15:00,6871.01,6842.82,-28.19000000000051,-0.2819000000000051,0.0019464267816704172,1.1953482183587614
2020-04-13 07:30:00,2020-04-13 08:45:00,6690.63,6698.0,7.369999999999891,0.0736999999999989,0.005753898964981796,1.10533536243582
2020-04-15 22:15:00,2020-04-15 23:30:00,6696.16,6620.0,-76.15999999999985,-0.7615999999999986,0.004759087895983822,2.21466260904098
