Date_open,Date_close,Price_open,Price_close,Points,Usdt,Pcnt_cng
2020-01-01 01:30:00,2020-01-01 02:15:00,7206.63,7221.5,-14.86999999999989,-0.14869999999999892,0.004908365556102454
2020-01-02 10:00:00,2020-01-02 10:45:00,7163.99,7157.81,6.1799999999993815,0.06179999999999382,0.003070542672562171
2020-01-03 04:30:00,2020-01-03 05:15:00,7239.6,7172.05,67.55000000000018,0.6755000000000019,0.04205290006102979
2020-01-03 16:15:00,2020-01-03 17:00:00,7364.14,7349.77,14.36999999999989,0.1436999999999989,0.013635087294290001
2020-01-06 21:15:00,2020-01-06 22:00:00,7576.94,7630.21,-53.27000000000044,-0.5327000000000044,0.005305859797398123
2020-01-07 08:15:00,2020-01-07 09:00:00,7904.0,7885.22,18.779999999999745,0.18779999999999747,0.0038240310697761426
2020-01-07 11:00:00,2020-01-07 11:45:00,7919.84,7899.86,19.980000000000473,0.19980000000000472,0.0057616576099724665
2020-01-07 18:30:00,2020-01-07 19:15:00,8075.8,8093.95,-18.149999999999636,-0.18149999999999636,0.016898358013498517
2020-01-07 23:30:00,2020-01-08 00:15:00,8181.97,8341.02,-159.05000000000018,-1.5905000000000018,0.015742704055537123
2020-01-08 05:00:00,2020-01-08 05:45:00,8348.36,8339.26,9.100000000000364,0.09100000000000363,0.004801124635462515
2020-01-09 19:45:00,2020-01-09 20:30:00,7921.34,7946.44,-25.099999999999454,-0.25099999999999456,0.012146255947908892
2020-01-10 14:30:00,2020-01-10 15:15:00,7955.0,8037.42,-82.42000000000007,-0.8242000000000007,0.011057447890188104
2020-01-10 18:15:00,2020-01-10 19:00:00,8093.24,8061.33,31.909999999999854,0.31909999999999855,0.020604425052176197
2020-01-10 23:45:00,2020-01-11 00:30:00,8207.09,8140.97,66.11999999999989,0.6611999999999989,0.016015657883660227
2020-01-11 16:00:00,2020-01-11 16:45:00,8129.96,8172.75,-42.789999999999964,-0.42789999999999967,0.007196597566610977
2020-01-14 14:15:00,2020-01-14 15:00:00,8688.3,8703.89,-15.590000000000146,-0.15590000000000145,0.01585583015402157
2020-01-16 05:45:00,2020-01-16 06:30:00,8709.66,8726.19,-16.530000000000655,-0.16530000000000655,0.005256159886982065
2020-01-17 16:15:00,2020-01-17 17:00:00,8893.02,8910.0,-16.979999999999563,-0.16979999999999565,0.006020498201316904
2020-01-19 01:00:00,2020-01-19 01:45:00,9125.0,9154.23,-29.229999999999563,-0.2922999999999956,0.019655607826485302
2020-01-19 21:15:00,2020-01-19 22:00:00,8739.99,8631.92,108.06999999999971,1.080699999999997,0.010264483845574917
2020-01-22 07:00:00,2020-01-22 07:45:00,8763.24,8745.0,18.23999999999978,0.18239999999999781,0.0032708734273876067
2020-01-23 15:30:00,2020-01-23 16:15:00,8395.88,8358.93,36.94999999999891,0.3694999999999891,0.0029158558771637307
2020-01-26 08:15:00,2020-01-26 09:00:00,8466.95,8417.0,49.95000000000073,0.49950000000000727,0.012822138434596269
2020-01-26 17:00:00,2020-01-26 17:45:00,8588.0,8577.08,10.920000000000073,0.10920000000000073,0.015128823724794625
2020-01-27 00:15:00,2020-01-27 01:00:00,8689.1,8678.46,10.640000000001237,0.10640000000001237,0.01262002072065468
2020-01-28 14:15:00,2020-01-28 15:00:00,9189.65,9049.0,140.64999999999964,1.4064999999999963,0.012075991189427272
2020-01-29 06:15:00,2020-01-29 07:00:00,9377.67,9350.0,27.670000000000073,0.2767000000000007,0.0014266934776828815
2020-01-30 07:30:00,2020-01-30 08:15:00,9385.04,9382.32,2.720000000001164,0.027200000000011642,0.00549188003145566
2020-01-31 16:00:00,2020-01-31 16:45:00,9350.0,9297.85,52.149999999999636,0.5214999999999964,0.0058652162126109075
2020-02-05 05:00:00,2020-02-05 05:45:00,9246.54,9280.01,-33.469999999999345,-0.33469999999999345,0.0017919826652221965
2020-02-05 06:00:00,2020-02-05 06:45:00,9294.79,9268.0,26.790000000000873,0.26790000000000874,0.005602071186767152
2020-02-05 16:00:00,2020-02-05 16:45:00,9561.05,9578.31,-17.26000000000022,-0.1726000000000022,0.010189537656596382
2020-02-07 22:45:00,2020-02-07 23:30:00,9821.79,9824.7,-2.9099999999998545,-0.029099999999998544,0.005142485217273837
2020-02-08 08:15:00,2020-02-08 09:00:00,9809.93,9812.7,-2.7700000000004366,-0.027700000000004367,0.003800347700093772
2020-02-10 23:15:00,2020-02-11 00:00:00,9874.75,9855.83,18.920000000000073,0.18920000000000073,0.004669925779719869
2020-02-11 08:45:00,2020-02-11 09:30:00,9804.28,9797.85,6.430000000000291,0.06430000000000291,0.005244470236734408
2020-02-11 11:45:00,2020-02-11 12:30:00,9812.27,9862.87,-50.600000000000364,-0.5060000000000037,0.0018030324841928217
2020-02-11 15:30:00,2020-02-11 16:15:00,10163.64,10238.4,-74.76000000000022,-0.7476000000000022,0.030103520759895343
2020-02-12 13:00:00,2020-02-12 13:45:00,10386.34,10387.0,-0.6599999999998545,-0.0065999999999985445,0.006428294573643425
2020-02-12 16:45:00,2020-02-12 17:30:00,10355.37,10351.36,4.010000000000218,0.04010000000000218,0.0022619047619048395
2020-02-13 06:00:00,2020-02-13 06:45:00,10449.56,10466.02,-16.460000000000946,-0.16460000000000946,0.00227319377010615
2020-02-14 09:30:00,2020-02-14 10:15:00,10215.62,10253.01,-37.38999999999942,-0.3738999999999942,0.0036784572487419663
2020-02-14 14:15:00,2020-02-14 15:00:00,10320.68,10287.09,33.590000000000146,0.3359000000000015,0.006107410487198773
2020-02-16 02:45:00,2020-02-16 03:30:00,10053.92,10025.11,28.80999999999949,0.2880999999999949,0.012026848015590164
2020-02-17 20:00:00,2020-02-17 20:45:00,9682.84,9633.46,49.38000000000102,0.4938000000000102,0.004485663305531327
2020-02-17 23:15:00,2020-02-18 00:00:00,9686.98,9675.26,11.719999999999345,0.11719999999999345,0.006954204123042598
