Date_open,Date_close,Price_open,Price_close,Points,Usdt,Pcnt_cng,Avg_vol5,Day_week
2020-01-02 03:30:00,2020-01-02 04:00:00,7141.86,7147.07,5.210000000000036,0.05210000000000037,0.003496620584574741,2.1055267721706676,Thursday
2020-01-02 13:30:00,2020-01-02 14:00:00,7119.28,7124.24,4.960000000000036,0.049600000000000366,0.005006219340051238,11.52319135369574,Thursday
2020-01-05 18:30:00,2020-01-05 19:00:00,7431.68,7441.69,10.009999999999309,0.10009999999999308,0.0038496595356816454,2.9994254124377258,Sunday
2020-01-08 20:00:00,2020-01-08 20:30:00,7927.65,8006.64,78.99000000000069,0.7899000000000069,0.015000534269008232,2.3745611092549725,Wednesday
2020-01-11 10:45:00,2020-01-11 11:15:00,8057.89,8067.0,9.109999999999673,0.09109999999999673,0.005984160663179625,1.5792438455172655,Saturday
2020-01-12 00:00:00,2020-01-12 00:30:00,7990.98,8058.36,67.38000000000011,0.6738000000000011,0.009597913841867492,3.5057532775500846,Sunday
2020-01-12 21:45:00,2020-01-12 22:15:00,8103.58,8132.99,29.409999999999854,0.29409999999999853,0.004994928943820591,2.6668206441859486,Sunday
2020-01-13 12:00:00,2020-01-13 12:30:00,8065.0,8092.02,27.020000000000437,0.2702000000000044,0.006117338538739898,3.3646996492958023,Monday
2020-01-13 15:15:00,2020-01-13 15:45:00,8082.51,8085.86,3.3499999999994543,0.03349999999999454,0.0008640830706471081,1.1178276384680432,Monday
2020-01-14 16:00:00,2020-01-14 16:30:00,8601.85,8626.29,24.44000000000051,0.24440000000000509,0.013132835875690583,3.307066871153251,Tuesday
2020-01-15 15:30:00,2020-01-15 16:00:00,8774.71,8805.61,30.900000000001455,0.30900000000001454,0.009612997015760944,1.163645605020138,Wednesday
2020-01-16 09:15:00,2020-01-16 09:45:00,8619.31,8654.93,35.6200000000008,0.356200000000008,0.009065135614888708,2.190685457835811,Thursday
2020-01-17 12:00:00,2020-01-17 12:30:00,8857.45,8874.7,17.25,0.17250000000000001,0.011136292591434822,3.593768657744629,Friday
2020-01-17 19:45:00,2020-01-17 20:15:00,8883.8,8892.05,8.25,0.0825,0.008140265789558874,2.0677981802955383,Friday
