Date_open,Date_close,Price_open,Price_close,Points,Usdt,Pcnt_cng
2020-01-01 01:30:00,2020-01-01 02:45:00,7206.63,7237.99,-31.359999999999673,-0.3135999999999967,0.004908365556102454
2020-01-02 10:00:00,2020-01-02 11:15:00,7163.99,7146.9,17.090000000000146,0.17090000000000147,0.003070542672562171
2020-01-03 04:30:00,2020-01-03 05:45:00,7239.6,7215.59,24.01000000000022,0.2401000000000022,0.04205290006102979
2020-01-03 16:15:00,2020-01-03 17:30:00,7364.14,7373.29,-9.149999999999636,-0.09149999999999636,0.013635087294290001
2020-01-06 21:15:00,2020-01-06 22:30:00,7576.94,7715.0,-138.0600000000004,-1.380600000000004,0.005305859797398123
2020-01-07 08:15:00,2020-01-07 09:30:00,7904.0,7878.0,26.0,0.26,0.0038240310697761426
2020-01-07 11:00:00,2020-01-07 12:15:00,7919.84,7870.85,48.98999999999978,0.48989999999999784,0.0057616576099724665
2020-01-07 18:30:00,2020-01-07 19:45:00,8075.8,8077.71,-1.9099999999998545,-0.019099999999998545,0.016898358013498517
2020-01-07 23:30:00,2020-01-08 00:45:00,8181.97,8437.83,-255.85999999999967,-2.5585999999999967,0.015742704055537123
2020-01-08 05:00:00,2020-01-08 06:15:00,8348.36,8350.08,-1.7199999999993452,-0.017199999999993453,0.004801124635462515
2020-01-09 19:45:00,2020-01-09 21:00:00,7921.34,7830.0,91.34000000000015,0.9134000000000014,0.012146255947908892
2020-01-10 14:30:00,2020-01-10 15:45:00,7955.0,8066.68,-111.68000000000029,-1.116800000000003,0.011057447890188104
2020-01-10 18:15:00,2020-01-10 19:30:00,8093.24,8065.94,27.300000000000182,0.27300000000000185,0.020604425052176197
2020-01-10 23:45:00,2020-01-11 01:00:00,8207.09,8190.0,17.090000000000146,0.17090000000000147,0.016015657883660227
2020-01-11 16:00:00,2020-01-11 17:15:00,8129.96,8205.58,-75.61999999999989,-0.7561999999999989,0.007196597566610977
2020-01-14 14:15:00,2020-01-14 15:30:00,8688.3,8700.37,-12.070000000001528,-0.12070000000001528,0.01585583015402157
2020-01-16 05:45:00,2020-01-16 07:00:00,8709.66,8713.33,-3.6700000000000728,-0.036700000000000725,0.005256159886982065
2020-01-17 16:15:00,2020-01-17 17:30:00,8893.02,8890.12,2.899999999999636,0.028999999999996362,0.006020498201316904
2020-01-19 01:00:00,2020-01-19 02:15:00,9125.0,9185.2,-60.20000000000073,-0.6020000000000073,0.019655607826485302
2020-01-19 21:15:00,2020-01-19 22:30:00,8739.99,8691.0,48.98999999999978,0.48989999999999784,0.010264483845574917
2020-01-22 07:00:00,2020-01-22 08:15:00,8763.24,8734.88,28.360000000000582,0.28360000000000585,0.0032708734273876067
2020-01-23 15:30:00,2020-01-23 16:45:00,8395.88,8363.99,31.889999999999418,0.3188999999999942,0.0029158558771637307
2020-01-26 08:15:00,2020-01-26 09:30:00,8466.95,8407.04,59.909999999999854,0.5990999999999985,0.012822138434596269
2020-01-26 17:00:00,2020-01-26 18:15:00,8588.0,8571.72,16.280000000000655,0.16280000000000655,0.015128823724794625
2020-01-27 00:15:00,2020-01-27 01:30:00,8689.1,8675.94,13.159999999999854,0.13159999999999855,0.01262002072065468
2020-01-28 14:15:00,2020-01-28 15:30:00,9189.65,9024.66,164.98999999999978,1.649899999999998,0.012075991189427272
2020-01-29 06:15:00,2020-01-29 07:30:00,9377.67,9353.55,24.1200000000008,0.24120000000000802,0.0014266934776828815
2020-01-30 07:30:00,2020-01-30 08:45:00,9385.04,9382.85,2.1900000000005093,0.021900000000005092,0.00549188003145566
2020-01-31 16:00:00,2020-01-31 17:15:00,9350.0,9321.97,28.030000000000655,0.28030000000000654,0.0058652162126109075
2020-02-05 05:00:00,2020-02-05 06:15:00,9246.54,9286.8,-40.2599999999984,-0.402599999999984,0.0017919826652221965
2020-02-05 16:00:00,2020-02-05 17:15:00,9561.05,9558.91,2.139999999999418,0.02139999999999418,0.010189537656596382
2020-02-07 22:45:00,2020-02-08 00:00:00,9821.79,9815.71,6.080000000001746,0.060800000000017465,0.005142485217273837
2020-02-08 08:15:00,2020-02-08 09:30:00,9809.93,9823.57,-13.639999999999418,-0.1363999999999942,0.003800347700093772
2020-02-10 23:15:00,2020-02-11 00:30:00,9874.75,9816.8,57.95000000000073,0.5795000000000073,0.004669925779719869
2020-02-11 08:45:00,2020-02-11 10:00:00,9804.28,9778.81,25.470000000001164,0.25470000000001164,0.005244470236734408
2020-02-11 11:45:00,2020-02-11 13:00:00,9812.27,9880.59,-68.31999999999971,-0.6831999999999971,0.0018030324841928217
2020-02-11 15:30:00,2020-02-11 16:45:00,10163.64,10268.52,-104.88000000000102,-1.0488000000000102,0.030103520759895343
2020-02-12 13:00:00,2020-02-12 14:15:00,10386.34,10363.08,23.26000000000022,0.2326000000000022,0.006428294573643425
2020-02-12 16:45:00,2020-02-12 18:00:00,10355.37,10355.93,-0.5599999999994907,-0.005599999999994907,0.0022619047619048395
2020-02-13 06:00:00,2020-02-13 07:15:00,10449.56,10430.27,19.289999999999054,0.19289999999999055,0.00227319377010615
2020-02-14 09:30:00,2020-02-14 10:45:00,10215.62,10266.16,-50.539999999999054,-0.5053999999999905,0.0036784572487419663
2020-02-14 14:15:00,2020-02-14 15:30:00,10320.68,10274.96,45.720000000001164,0.45720000000001165,0.006107410487198773
2020-02-16 02:45:00,2020-02-16 04:00:00,10053.92,10006.52,47.399999999999636,0.47399999999999637,0.012026848015590164
2020-02-17 20:00:00,2020-02-17 21:15:00,9682.84,9649.42,33.42000000000007,0.3342000000000007,0.004485663305531327
2020-02-17 23:15:00,2020-02-18 00:30:00,9686.98,9675.67,11.30999999999949,0.11309999999999491,0.006954204123042598
2020-02-18 15:00:00,2020-02-18 16:15:00,9751.54,9862.01,-110.46999999999935,-1.1046999999999936,0.011063958618244277
2020-02-23 04:00:00,2020-02-23 05:15:00,9887.15,9887.06,0.09000000000014552,0.0009000000000014552,0.020420484885889344
2020-02-23 14:15:00,2020-02-23 15:30:00,9896.65,9860.68,35.969999999999345,0.35969999999999347,0.0026614983415026005
2020-02-27 12:15:00,2020-02-27 13:30:00,8890.78,8822.28,68.5,0.685,0.00947620842662705
2020-02-27 16:30:00,2020-02-27 17:45:00,8970.36,8918.04,52.31999999999971,0.5231999999999971,0.01346945139270209
2020-02-28 01:45:00,2020-02-28 03:00:00,8899.19,8894.58,4.610000000000582,0.046100000000005824,0.007065946190624439
2020-03-01 12:00:00,2020-03-01 13:15:00,8715.13,8579.5,135.6299999999992,1.356299999999992,0.01601822393570323
2020-03-02 06:15:00,2020-03-02 07:30:00,8688.48,8631.81,56.67000000000007,0.5667000000000008,0.0054958980394607315
2020-03-02 10:30:00,2020-03-02 11:45:00,8745.0,8760.7,-15.700000000000728,-0.15700000000000727,0.005112338113124223
2020-03-02 13:00:00,2020-03-02 14:15:00,8778.8,8877.77,-98.97000000000116,-0.9897000000000117,0.0048728112698497765
2020-03-02 21:15:00,2020-03-02 22:30:00,8915.28,8928.92,-13.639999999999418,-0.1363999999999942,0.005172841454889961
2020-03-05 00:30:00,2020-03-05 01:45:00,8849.21,8879.95,-30.7400000000016,-0.307400000000016,0.010647580282275608
2020-03-06 02:30:00,2020-03-06 03:45:00,9079.43,9042.36,37.06999999999971,0.3706999999999971,0.005722343391557367
2020-03-06 05:30:00,2020-03-06 06:45:00,9110.45,9102.9,7.550000000001091,0.07550000000001092,0.006209252470944649
2020-03-07 15:00:00,2020-03-07 16:15:00,9119.97,9129.96,-9.989999999999782,-0.09989999999999782,0.002314562953144881
2020-03-10 10:30:00,2020-03-10 11:45:00,8030.0,8068.62,-38.61999999999989,-0.38619999999999893,0.01759437142321283
2020-03-11 13:15:00,2020-03-11 14:30:00,7883.32,7808.58,74.73999999999978,0.7473999999999978,0.007378366843096586
2020-03-12 22:00:00,2020-03-12 23:15:00,5879.23,5038.52,840.7099999999991,8.407099999999991,0.05003500575094473
2020-03-17 01:15:00,2020-03-17 02:30:00,5239.01,5258.88,-19.86999999999989,-0.1986999999999989,0.0474395859032776
2020-03-17 07:15:00,2020-03-17 08:30:00,5355.06,5268.4,86.66000000000076,0.8666000000000077,0.02140442966026052
2020-03-18 03:15:00,2020-03-18 04:30:00,5397.03,5409.87,-12.840000000000146,-0.12840000000000146,0.007884500103645012
2020-03-19 05:45:00,2020-03-19 07:00:00,5362.6,5395.0,-32.399999999999636,-0.32399999999999635,0.010550992064613886
2020-03-19 12:15:00,2020-03-19 13:30:00,5721.08,5760.53,-39.44999999999982,-0.3944999999999982,0.027862019403521367
2020-03-19 16:15:00,2020-03-19 17:30:00,6222.08,6234.57,-12.489999999999782,-0.12489999999999782,0.059818869030078846
2020-03-22 03:45:00,2020-03-22 05:00:00,6348.31,6333.88,14.430000000000291,0.14430000000000293,0.013799326083137829
2020-03-23 16:15:00,2020-03-23 17:30:00,6257.79,6284.95,-27.159999999999854,-0.27159999999999856,0.015815634151250948
2020-03-24 00:15:00,2020-03-24 01:30:00,6593.51,6561.01,32.5,0.325,0.02301409735647413
2020-03-24 08:15:00,2020-03-24 09:30:00,6757.65,6774.06,-16.410000000000764,-0.16410000000000766,0.03065432705066296
2020-03-25 09:15:00,2020-03-25 10:30:00,6890.21,6598.35,291.8599999999997,2.918599999999997,0.026456137841856107
2020-03-25 19:00:00,2020-03-25 20:15:00,6648.8,6616.97,31.829999999999927,0.3182999999999993,0.005048825467847832
2020-03-30 20:15:00,2020-03-30 21:30:00,6434.83,6490.91,-56.07999999999993,-0.5607999999999993,0.013032013287049022
2020-03-31 08:30:00,2020-03-31 09:45:00,6491.99,6434.77,57.219999999999345,0.5721999999999935,0.007797558431236116
2020-04-01 20:15:00,2020-04-01 21:30:00,6253.83,6355.23,-101.39999999999964,-1.0139999999999965,0.010461974962353049
2020-04-01 22:30:00,2020-04-01 23:45:00,6559.01,6641.51,-82.5,-0.8250000000000001,0.03327782827670186
2020-04-02 06:45:00,2020-04-02 08:00:00,6635.0,6618.29,16.710000000000036,0.16710000000000036,0.0050746042566083465
2020-04-03 07:30:00,2020-04-03 08:45:00,6924.93,6922.94,1.9900000000006912,0.019900000000006912,0.019337431332026197
2020-04-04 08:15:00,2020-04-04 09:30:00,6748.93,6779.99,-31.05999999999949,-0.31059999999999494,0.004544236723029391
2020-04-05 05:30:00,2020-04-05 06:45:00,6816.52,6769.97,46.55000000000018,0.4655000000000018,0.006588992749450052
2020-04-06 21:30:00,2020-04-06 22:45:00,7263.58,7260.59,2.9899999999997817,0.029899999999997817,0.007238559055270949
2020-04-07 00:15:00,2020-04-07 01:30:00,7410.0,7389.97,20.029999999999745,0.20029999999999745,0.01908900869182531
2020-04-08 20:15:00,2020-04-08 21:30:00,7346.23,7303.81,42.41999999999916,0.42419999999999164,0.009042085599692315
2020-04-09 08:00:00,2020-04-09 09:15:00,7336.51,7310.19,26.32000000000062,0.2632000000000062,0.004016608367683254
2020-04-12 16:00:00,2020-04-12 17:15:00,7035.4,7087.0,-51.600000000000364,-0.5160000000000037,0.009403345260880415
2020-04-14 04:00:00,2020-04-14 05:15:00,6906.35,6887.94,18.410000000000764,0.18410000000000765,0.008666556642972646
2020-04-14 16:30:00,2020-04-14 17:45:00,6942.41,6915.41,27.0,0.27,0.006060351361260372
2020-04-15 04:00:00,2020-04-15 05:15:00,6906.56,6880.73,25.830000000000837,0.25830000000000836,0.004590545454545513
2020-04-17 09:30:00,2020-04-17 10:45:00,7105.6,7093.01,12.590000000000146,0.12590000000000146,0.00699950823459057
2020-04-22 05:45:00,2020-04-22 07:00:00,6896.19,6917.34,-21.150000000000546,-0.21150000000000546,0.006280323646790157
2020-04-22 13:15:00,2020-04-22 14:30:00,7041.47,7100.57,-59.099999999999454,-0.5909999999999945,0.014792119132476272
2020-04-23 01:15:00,2020-04-23 02:30:00,7129.43,7142.23,-12.799999999999272,-0.12799999999999273,0.0031221683804121586
2020-04-24 09:15:00,2020-04-24 10:30:00,7603.22,7511.41,91.8100000000004,0.918100000000004,0.007450652511796156
2020-04-24 20:00:00,2020-04-24 21:15:00,7528.97,7538.21,-9.239999999999782,-0.09239999999999782,0.0026768341974225634
2020-04-25 05:00:00,2020-04-25 06:15:00,7530.8,7542.41,-11.609999999999673,-0.11609999999999673,0.003598176923691996
2020-04-26 23:30:00,2020-04-27 00:45:00,7666.89,7741.56,-74.67000000000007,-0.7467000000000007,0.0072175986442370894
2020-04-28 09:30:00,2020-04-28 10:45:00,7730.26,7743.17,-12.909999999999854,-0.12909999999999855,0.005107281516789883
2020-04-28 16:15:00,2020-04-28 17:30:00,7731.32,7730.57,0.75,0.0075,0.002747031830809736
2020-04-29 02:00:00,2020-04-29 03:15:00,7759.94,7808.67,-48.73000000000047,-0.48730000000000473,0.0019302800907425083
2020-04-29 13:00:00,2020-04-29 14:15:00,8304.51,8298.16,6.350000000000364,0.06350000000000364,0.020666489683347413
2020-04-30 05:30:00,2020-04-30 06:45:00,9293.45,9334.78,-41.32999999999993,-0.4132999999999993,0.013461272125112242
2020-05-01 04:30:00,2020-05-01 05:45:00,8757.25,8820.16,-62.909999999999854,-0.6290999999999985,0.008794008923027672
2020-05-01 10:00:00,2020-05-01 11:15:00,8868.9,8953.65,-84.75,-0.8475,0.008667427146868491
2020-05-06 22:00:00,2020-05-06 23:15:00,9329.0,9348.0,-19.0,-0.19,0.006532915428145943
2020-05-07 12:45:00,2020-05-07 14:00:00,9375.83,9519.72,-143.88999999999942,-1.4388999999999943,0.010615100217195595
2020-05-09 16:15:00,2020-05-09 17:30:00,9756.6,9757.19,-0.5900000000001455,-0.005900000000001455,0.01062143802710993
2020-05-10 07:00:00,2020-05-10 08:15:00,8640.49,8828.38,-187.88999999999942,-1.8788999999999942,0.005868397034719101
2020-05-13 20:00:00,2020-05-13 21:15:00,9242.0,9363.0,-121.0,-1.21,0.01817669034186365
2020-05-14 09:00:00,2020-05-14 10:15:00,9685.51,9685.18,0.32999999999992724,0.0032999999999992723,0.01648006817456726
2020-05-19 22:45:00,2020-05-20 00:00:00,9754.14,9761.91,-7.770000000000437,-0.07770000000000436,0.008994340651212906
2020-05-20 06:15:00,2020-05-20 07:30:00,9797.5,9765.0,32.5,0.325,0.006316762530813476
2020-05-22 10:00:00,2020-05-22 11:15:00,9160.86,9153.0,7.860000000000582,0.07860000000000582,0.009719289118540529
2020-05-23 14:30:00,2020-05-23 15:45:00,9207.5,9195.46,12.040000000000873,0.12040000000000874,0.0063523430002908185
2020-05-27 23:30:00,2020-05-28 00:45:00,9180.44,9261.34,-80.89999999999964,-0.8089999999999964,0.009035823451374712
2020-05-30 04:15:00,2020-05-30 05:30:00,9491.71,9516.47,-24.76000000000022,-0.24760000000000218,0.013692529502856744
2020-05-30 22:15:00,2020-05-30 23:30:00,9548.88,9689.99,-141.11000000000058,-1.4111000000000058,0.011748251748251663
