Date,Open_SPY,High_SPY,Low_SPY,Close_SPY,Adj_Close_SPY,Volume_SPY,Open_BA,High_BA,Low_BA,Close_BA,Adj_Close_BA,Volume_BA
2022-01-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-01-04,1.006130618313187,1.004457475893285,1.0036509031264464,0.9996650610936104,0.9996650389999653,0.979502726089266,1.0357843286850874,1.0190453310316512,1.0316711053279692,1.0277590890768695,1.0277590890768695,1.2598618132050066
2022-01-05,1.0018056180793236,1.000272062113952,0.9882452099768424,0.9804693501514444,0.9804693731768386,1.438578360273132,1.0619607813218062,1.039800472584004,1.0416543787412509,1.0250649797872062,1.0250649797872062,1.276428776406702
2022-01-06,0.982343117026938,0.9852882731202186,0.9822306356035059,0.979548284129639,0.9795482140744189,1.1952807417825129,1.0521568597531785,1.0258845731144561,1.0222288007960325,1.016742017306459,1.016742017306459,0.7883048939317013
2022-01-07,0.9824690829310562,0.9818980981772542,0.9805845476658674,0.9756756288856475,0.9756756567600147,1.1712358363080413,1.044019586899701,1.036903368130329,1.0444576015920648,1.0367555054710604,1.0367555054710604,1.0514558177523674
2022-01-10,0.9714466178154745,0.9746572863566789,0.9635960751760936,0.9744615312476663,0.9744614640156977,1.6425616707170398,1.0502940907197842,1.0224649520730538,1.0186387755147983,1.0069758344269433,1.0069758344269433,0.9082580958477737
2022-01-11,0.9767583936797151,0.9832583448826681,0.9750975664059208,0.9833371886762668,0.9833371783097283,1.022498149121624,1.0245098039215685,1.0307765169015273,1.0249336452027562,1.0392572098438786,1.0392572098438786,0.893843403015386
2022-01-12,0.9901112920936596,0.9902689257359202,0.9896380635246068,0.9859956823992128,0.9859957391077008,0.9303299104697791,1.0641666487151502,1.0507717990333083,1.0637356493915318,1.0461368051079136,1.0461368051079136,1.0082007019712589
2022-01-13,0.9913710152070191,0.9895992442037838,0.9780310150300279,0.9724100544021788,0.9724100977038264,1.2546492138239285,1.0894607843137254,1.0776062507767996,1.0821776680181507,1.0771672916339539,1.0771672916339539,1.9456524138539988
2022-01-14,0.9682763263934193,0.9732970396512649,0.9705602785114583,0.972807790360825,0.9728077862178298,1.3195716971109783,1.0890196257946536,1.0743291079061978,1.0831612273367506,1.0870778699623183,1.0870778699623183,0.8888876625240061
2022-01-18,0.9652320008754821,0.9625614430889805,0.9608736766780337,0.9555797416837186,0.9555797628088897,1.5097264002686182,1.1004901960784315,1.0908097593923445,1.1028818655734727,1.082507427336312,1.082507427336312,0.985706717291009
2022-01-19,0.961851808994683,0.961828982904728,0.9527487298511372,0.9456574241287995,0.9456574343845021,1.5048893463715902,1.1034314024682137,1.0706245305231943,1.0668830842355108,1.0443567843434516,1.0443567843434516,1.035606278007108
2022-01-20,0.9526559135609919,0.9600083381290135,0.9380605556073288,0.9351908228656142,0.9351907043972773,1.684088776108394,1.065588259229473,1.0541438790370476,1.0495721550732433,1.0304531983665328,1.0304531983665328,0.8428953003244961
2022-01-21,0.9354608628549101,0.9376582438748184,0.9242376417978947,0.9168324272478902,0.9168324083695902,2.783489889662879,1.0479901631673176,1.0153882222152166,1.0060490361388823,0.9883575571931138,0.9883575571931138,1.274640736407585
2022-01-24,0.9070543981770695,0.9215862702896229,0.8879603341689253,0.9207259722539242,0.920725962067711,3.464842943681005,0.9796568926642921,0.9726905727064439,0.9467394412014327,0.9823919770453078,0.9823919770453078,1.5227588794949338
2022-01-25,0.9092168982940012,0.9202050760787215,0.9014455806573751,0.9094848527185534,0.9094848514361952,2.311840667582244,0.9808823828603705,0.9766326378644797,0.9715255562584373,0.9819109280487093,0.9819109280487093,0.973985121741242
2022-01-26,0.9252992074655877,0.9292455851695237,0.9050542995199946,0.9072031413091467,0.9072031135871,2.564961014584096,1.010833366244447,0.979387336618448,0.943837914947295,0.9346194732128088,0.9346194732128088,2.204631244343392
2022-01-27,0.9201344131802109,0.9241184277441025,0.9062994759426365,0.9027234053046325,0.9027233617865947,2.0625018921619085,0.9626470827588848,0.9485158101126889,0.927707301991807,0.9128740471607133,0.9128740471607133,1.3984349131365754
2022-01-28,0.9084190715198011,0.9249764452325873,0.902859558538781,0.925142911206182,0.9251428555356573,2.263127475291806,0.9253921508789062,0.9058180881328222,0.9037572911484161,0.9168190453412719,0.9168190453412719,1.2104258184146046
2022-01-31,0.9263909333253371,0.9423040557244519,0.9281629036478568,0.941805722529915,0.9418057426352241,2.0951585425261667,0.9349509594487208,0.9515079241705956,0.934395610415358,0.963340733691848,0.963340733691848,1.7112867265623275
2022-02-01,0.9462103804875098,0.9493146365777039,0.9432098695462913,0.9481694339851898,0.9481694129522309,1.6947633215078948,0.992548998664407,0.9921158696839282,0.986033262569891,1.002309226047001,1.002309226047001,1.3537339131586499
2022-02-02,0.9563300685995192,0.9587108700757156,0.9561042143238827,0.95738003032018,0.9573800228370014,1.615025554506648,1.0070097680185355,0.9897411368757929,0.9993607277153312,0.9983643012754145,0.9983643012754145,0.8657314408070462
2022-02-03,0.9467772911282201,0.9479334423668024,0.9406140882431684,0.9348768376043314,0.9348768705995489,1.6241547196710528,1.0100980272480085,0.9931132893506263,1.004524432898172,0.9929279264101477,0.9929279264101477,0.7786472704796804
2022-02-04,0.9371194993553696,0.9475358229486182,0.936646577725923,0.9392728229114823,0.939272702274484,1.630072026003121,1.0049019607843137,0.9890762145883587,0.9988197588339863,0.9932165704899012,0.9932165704899012,0.6570053641199973
2022-02-07,0.943753981285029,0.9437898597340982,0.9409095713003257,0.9362584366370397,0.9362584457299405,1.1624465722282924,1.008774476892808,1.018142920969185,1.010229182003123,1.0195323657590307,1.0195323657590307,1.3042648065164124
2022-02-08,0.93791732612957,0.945736125678391,0.9395800263500301,0.9439618398348087,0.9439618946377918,1.114820512961653,1.04254898370481,1.0157681881610496,1.0312285148907143,1.0260271511893755,1.0260271511893755,0.8119246815743582
