Datetime,Open,High,Low,Close,Volume,Qav,Num_trades,Taker_base_vol,Taker_quote_vol
2023-01-15 21:15:00,20903.3,20919.0,20882.0,20882.1,1388.944,29029749.5481,12247.0,607.149,12690725.0068
2023-01-15 21:30:00,20882.0,20947.0,20871.3,20939.4,2639.234,55199527.5175,19349.0,1483.23,31023421.1142
2023-01-15 21:45:00,20939.5,20944.7,20902.7,20912.0,1245.499,26056199.6924,11421.0,561.679,11750338.6226
2023-01-15 22:00:00,20912.1,20912.1,20804.0,20832.7,5018.728,104617976.1273,28416.0,2037.527,42470278.6998
2023-01-15 22:15:00,20832.7,20862.7,20815.0,20857.1,2353.216,49048138.2938,18177.0,1237.868,25801469.7391
2023-01-15 22:30:00,20857.1,20868.8,20750.0,20855.4,4570.914,95116010.4842,29279.0,2027.17,42197834.4373
2023-01-15 22:45:00,20855.4,20970.0,20855.3,20927.1,5097.232,106636685.0871,30142.0,3232.451,67627492.0318
2023-01-15 23:00:00,20927.0,20952.3,20872.6,20909.0,5049.921,105559373.7047,31161.0,2340.958,48934631.9245
2023-01-15 23:15:00,20909.0,20925.2,20884.4,20888.9,1981.853,41429371.2031,14886.0,991.1,20719747.0667
2023-01-15 23:30:00,20888.9,20897.5,20850.0,20885.2,2717.184,56720124.7695,19347.0,1268.565,26482286.247
2023-01-15 23:45:00,20885.2,20891.6,20856.6,20882.7,1483.488,30965805.5436,11496.0,795.083,16596854.0352
2023-01-16 00:00:00,20882.7,20934.4,20835.7,20928.9,4889.266,102138683.1747,29268.0,2405.95,50268901.504
2023-01-16 00:15:00,20929.2,20937.0,20780.2,20813.0,8277.956,172492633.2205,44314.0,3564.99,74275817.8804
2023-01-16 00:30:00,20813.0,20873.9,20806.5,20842.2,2871.891,59875980.6627,20974.0,1619.597,33768151.8676
2023-01-16 00:45:00,20842.1,21015.7,20841.2,20981.4,10383.123,217610417.2592,51927.0,5952.869,124742562.7982
2023-01-16 01:00:00,20981.5,21272.7,20929.1,21210.1,30931.239,653329703.18736,137650.0,17532.014,370398399.49356
2023-01-16 01:15:00,21210.0,21344.4,21025.6,21145.7,28730.732,608684769.01967,139224.0,14206.811,301038823.75967
2023-01-16 01:30:00,21145.7,21155.0,21067.2,21155.0,6282.099,132668537.5745,42138.0,2951.013,62327334.4849
2023-01-16 01:45:00,21155.0,21229.7,21123.4,21193.1,7857.043,166453258.154,48796.0,4013.724,85035384.8561
2023-01-16 02:00:00,21193.0,21207.5,21129.9,21166.5,4397.57,93094830.7884,33023.0,1920.19,40654444.9847
2023-01-16 02:15:00,21166.1,21449.3,21166.1,21358.0,26155.04,558251093.76984,136189.0,14134.314,301653794.20354
2023-01-16 02:30:00,21358.0,21379.9,21245.4,21294.5,11672.334,248585410.3346,63293.0,5189.85,110519100.3763
2023-01-16 02:45:00,21294.5,21296.7,21209.0,21217.2,6021.922,127870805.8344,38085.0,2705.11,57439627.6453
2023-01-16 03:00:00,21217.3,21242.5,21060.4,21121.0,12733.239,269212368.29947,71912.0,5651.675,119491673.1372
2023-01-16 03:15:00,21121.0,21149.8,21070.0,21131.4,5180.019,109390871.2103,34998.0,2733.75,57735031.7355
2023-01-16 03:30:00,21131.4,21166.9,21039.7,21050.1,5055.734,106666981.4219,35129.0,2085.786,44018080.4736
2023-01-16 03:45:00,21050.1,21106.2,21036.6,21084.3,3834.514,80829651.0173,28026.0,2001.021,42182816.3829
2023-01-16 04:00:00,21084.3,21137.9,21080.0,21119.6,3159.939,66709343.4013,22740.0,2005.978,42349083.2984
2023-01-16 04:15:00,21119.5,21162.2,21048.0,21071.7,4546.776,95911475.8991,29699.0,2112.77,44576742.273
2023-01-16 04:30:00,21071.7,21155.4,21068.9,21131.2,3157.883,66680439.1208,23125.0,1823.341,38499354.138
2023-01-16 04:45:00,21131.3,21177.5,21125.9,21160.2,2748.873,58151128.0901,20745.0,1411.213,29855039.6828
2023-01-16 05:00:00,21160.2,21184.2,21128.1,21180.1,2343.03,49565456.4467,19513.0,1162.686,24600260.5577
2023-01-16 05:15:00,21180.0,21192.6,21142.6,21154.9,2421.24,51248834.4916,19000.0,1054.643,22326044.7183
2023-01-16 05:30:00,21154.9,21223.9,21132.0,21202.3,3446.526,73018953.4135,25387.0,1901.237,40283906.1472
2023-01-16 05:45:00,21202.3,21226.3,21171.5,21195.5,3101.673,65748406.0777,23541.0,1508.784,31983582.2888
2023-01-16 06:00:00,21195.5,21222.0,21164.6,21191.7,2997.642,63513490.2264,23193.0,1382.507,29292562.4301
2023-01-16 06:15:00,21191.8,21218.4,21152.0,21156.3,2896.172,61332960.1761,22372.0,1224.55,25934089.8918
2023-01-16 06:30:00,21156.4,21200.0,21112.4,21194.9,4864.242,102906957.0516,31348.0,2557.832,54121893.5046
2023-01-16 06:45:00,21194.9,21276.0,21117.3,21158.1,7992.462,169326626.1901,44652.0,4237.426,89805981.6609
2023-01-16 07:00:00,21158.1,21164.7,21075.7,21099.6,6511.126,137434842.2154,40227.0,2577.89,54409456.403
2023-01-16 07:15:00,21099.5,21132.2,21097.1,21111.1,2004.089,42311069.8881,17138.0,1043.558,22032483.0452
2023-01-16 07:30:00,21111.0,21132.6,21082.8,21088.6,1834.681,38722285.006,16086.0,875.399,18477546.3271
2023-01-16 07:45:00,21088.5,21125.4,21073.2,21116.0,1932.253,40770755.0102,15812.0,1014.385,21404122.3617
2023-01-16 08:00:00,21116.0,21121.7,20619.0,20799.3,31988.094,665878443.87644,160782.0,13163.506,273798102.8177
2023-01-16 08:15:00,20799.3,20866.2,20750.0,20817.8,13806.421,287310110.4963,86332.0,6896.405,143527642.8409
2023-01-16 08:30:00,20817.9,20826.3,20762.3,20777.2,6644.123,138151753.3397,43154.0,2834.468,58941152.0263
2023-01-16 08:45:00,20777.1,20808.0,20720.1,20757.1,6742.545,140045014.4242,43432.0,3225.558,67008746.0458
2023-01-16 09:00:00,20757.0,20819.2,20724.9,20812.1,7550.245,156784650.1932,47475.0,4021.867,83532958.4723
2023-01-16 09:15:00,20812.1,20850.0,20800.1,20835.4,4256.973,88641997.5112,28626.0,2283.288,47548302.7266
2023-01-16 09:30:00,20835.4,20847.6,20781.6,20807.4,3353.371,69804024.3776,24290.0,1327.427,27633682.9117
2023-01-16 09:45:00,20807.4,20843.5,20790.3,20834.8,2644.001,55058886.5726,20070.0,1422.367,29621580.572
2023-01-16 10:00:00,20834.9,20894.7,20831.9,20890.3,4762.624,99373360.9955,32475.0,2928.469,61104516.0447
2023-01-16 10:15:00,20890.2,20915.0,20842.0,20852.2,4481.049,93528472.6718,30946.0,2051.956,42837556.8346
2023-01-16 10:30:00,20852.2,20864.7,20822.5,20852.7,2427.8,50601097.7414,19635.0,1087.807,22674151.3117
2023-01-16 10:45:00,20852.6,20859.7,20806.6,20859.7,2610.736,54385749.4081,19344.0,1364.989,28438501.8742
2023-01-16 11:00:00,20859.8,20869.9,20825.1,20850.5,2647.052,55179830.8374,17962.0,1241.256,25876821.0691
2023-01-16 11:15:00,20850.5,20863.6,20790.0,20810.5,3333.192,69397148.9501,22015.0,1242.0,25862222.3841
2023-01-16 11:30:00,20810.5,20857.2,20803.2,20844.0,2551.014,53142501.8859,19554.0,1399.526,29154208.39
2023-01-16 11:45:00,20844.1,20850.9,20821.7,20821.7,1933.401,40281705.6716,13864.0,953.075,19857425.5264
2023-01-16 12:00:00,20821.8,20862.7,20821.0,20861.6,2185.564,45561017.731,17342.0,1223.156,25498303.6528
2023-01-16 12:15:00,20861.6,20875.0,20830.3,20837.9,2681.791,55930713.8291,19652.0,1395.762,29114165.3551
2023-01-16 12:30:00,20837.9,20850.5,20790.5,20832.5,3288.869,68469585.972,23857.0,1533.817,31936485.5446
2023-01-16 12:45:00,20832.6,20844.6,20783.2,20793.2,3251.434,67656880.2569,23834.0,1458.34,30347361.1475
2023-01-16 13:00:00,20793.1,20842.7,20792.0,20839.8,2580.726,53736631.2341,20032.0,1473.972,30691516.7725
2023-01-16 13:15:00,20839.9,20880.0,20835.7,20837.4,4540.487,94699923.3277,26869.0,2414.182,50353135.9416
2023-01-16 13:30:00,20837.4,20860.0,20818.2,20826.6,2180.968,45444690.562,17975.0,1084.227,22593585.8607
2023-01-16 13:45:00,20826.6,20840.0,20774.0,20836.3,4324.914,89993891.5936,29949.0,2022.025,42081987.2381
2023-01-16 14:00:00,20836.3,20847.0,20794.8,20806.4,2449.405,51013259.221,18904.0,1165.164,24268909.4702
2023-01-16 14:15:00,20806.3,20895.2,20758.1,20874.4,8457.5,176228888.0785,50323.0,4398.062,91659450.4693
2023-01-16 14:30:00,20874.3,20899.3,20858.3,20874.9,4783.744,99886786.8829,32515.0,2202.324,45987752.9381
2023-01-16 14:45:00,20874.9,20891.8,20844.4,20862.8,3050.604,63650389.0426,21758.0,1241.876,25913798.0009
2023-01-16 15:00:00,20862.8,20886.7,20606.6,20672.7,17483.76,362663389.6829,90381.0,7242.325,150254754.1379
2023-01-16 15:15:00,20672.7,20979.9,20671.9,20899.3,27607.529,575827312.6768,148529.0,15096.32,314864988.8289
2023-01-16 15:30:00,20899.3,21079.9,20894.4,20973.3,15029.669,315225598.13646,89481.0,8552.618,179407585.21006
2023-01-16 15:45:00,20973.3,21055.3,20942.1,21000.6,10498.147,220438445.3977,68480.0,5224.939,109717822.7198
2023-01-16 16:00:00,21000.6,21044.7,20953.2,21043.3,8639.866,181425720.3356,50744.0,4483.862,94164620.7563
2023-01-16 16:15:00,21043.3,21060.6,20963.0,20986.9,7015.451,147443782.0517,45654.0,3184.704,66942304.9248
2023-01-16 16:30:00,20986.9,21006.6,20941.8,20962.3,4192.471,87913176.3612,30027.0,1999.864,41937667.9331
2023-01-16 16:45:00,20962.4,21015.7,20921.0,21004.4,5596.803,117345626.7113,34891.0,3313.345,69483198.1834
2023-01-16 17:00:00,21004.3,21030.0,20991.0,21017.7,3476.722,73051346.2753,24674.0,1782.428,37453080.1067
2023-01-16 17:15:00,21017.7,21200.0,21009.6,21042.6,12314.101,259746502.8348,69837.0,7021.764,148155629.1017
2023-01-16 17:30:00,21042.7,21160.3,21010.0,21090.4,9238.477,194756910.5742,56803.0,4768.568,100541807.1793
2023-01-16 17:45:00,21090.4,21130.1,21070.0,21110.6,5510.389,116296387.6636,35395.0,2797.039,59031427.4623
2023-01-16 18:00:00,21110.7,21116.0,21064.1,21080.5,3913.094,82529455.5446,24903.0,1665.219,35120364.3076
2023-01-16 18:15:00,21080.5,21100.0,21058.0,21087.8,2970.447,62613394.4968,20638.0,1427.709,30097259.5866
2023-01-16 18:30:00,21087.8,21183.6,21067.0,21143.2,5727.367,121023130.4944,36315.0,3284.995,69416093.8271
2023-01-16 18:45:00,21143.2,21300.0,21141.2,21286.8,14703.849,312162834.117,86762.0,8270.11,175578764.8865
2023-01-16 19:00:00,21286.7,21431.0,21256.0,21352.9,23760.048,507302513.37181,130430.0,12569.72,268406462.86301
2023-01-16 19:15:00,21352.9,21390.0,21258.8,21295.5,11627.45,247864452.9933,69719.0,5396.059,115037572.8067
2023-01-16 19:30:00,21295.6,21382.8,21230.9,21347.8,10238.583,218290414.7317,61709.0,5239.068,111717377.9102
2023-01-16 19:45:00,21347.7,21358.1,21288.4,21314.4,4605.681,98234757.692,33423.0,2316.443,49409765.4286
2023-01-16 20:00:00,21314.5,21344.8,21221.6,21260.8,6783.882,144407875.5337,40147.0,3020.892,64323042.5711
2023-01-16 20:15:00,21260.7,21371.6,21257.2,21351.0,6861.228,146241179.5442,39511.0,4173.164,88949625.363
2023-01-16 20:30:00,21351.0,21498.0,21242.4,21291.4,16032.212,342346405.6837,85388.0,8325.612,177876704.263
2023-01-16 20:45:00,21291.4,21344.0,21256.3,21294.4,4399.108,93715268.4646,29221.0,2151.87,45848506.7481
2023-01-16 21:00:00,21294.8,21296.3,21213.5,21239.6,5740.368,121987516.3961,35684.0,2656.784,56462733.8709
2023-01-16 21:15:00,21239.6,21249.3,21056.0,21123.0,14592.944,308611302.07997,77592.0,6613.754,139877371.7837
2023-01-16 21:30:00,21123.0,21170.0,21060.0,21132.9,6591.808,139219116.625,41371.0,3482.612,73564479.7907
2023-01-16 21:45:00,21132.8,21162.0,21115.7,21137.6,2785.114,58882888.3703,19483.0,1485.66,31411390.5592
2023-01-16 22:00:00,21137.6,21209.7,21134.6,21187.4,3627.796,76817277.0288,23273.0,2286.476,48415626.7221
2023-01-16 22:15:00,21187.4,21230.0,21171.4,21201.2,2993.067,63448781.2498,21171.0,1505.149,31909252.1291
2023-01-16 22:30:00,21201.2,21215.6,21146.1,21169.8,2476.122,52453825.5286,18840.0,1102.851,23368471.0902
2023-01-16 22:45:00,21169.8,21208.3,21169.8,21192.6,1292.783,27394082.5882,12170.0,619.407,13125128.1148
2023-01-16 23:00:00,21192.6,21192.6,21102.3,21143.1,4517.828,95530993.6006,28512.0,1899.68,40167181.2571
2023-01-16 23:15:00,21143.1,21232.9,21143.0,21215.3,2801.208,59364809.568,20577.0,1664.587,35278506.9318
2023-01-16 23:30:00,21215.4,21221.4,21167.6,21177.9,2157.84,45734768.1951,16050.0,907.557,19236928.9751
2023-01-16 23:45:00,21177.9,21192.4,21152.8,21188.3,1604.014,33959734.253,13631.0,762.427,16142746.391
2023-01-17 00:00:00,21188.2,21308.9,21073.8,21272.4,12882.312,273074678.4074,72794.0,7144.042,151497468.1137
2023-01-17 00:15:00,21272.4,21295.0,21212.2,21224.8,4749.217,100936269.329,31875.0,2100.055,44632654.0851
2023-01-17 00:30:00,21224.8,21227.7,21100.9,21158.4,9129.435,193084620.358,52521.0,4320.944,91377332.4113
2023-01-17 00:45:00,21158.4,21178.0,21067.2,21110.3,6518.11,137555344.1415,40520.0,3014.229,63608238.2482
2023-01-17 01:00:00,21110.3,21149.0,20827.8,20974.5,15329.964,321592537.07869,80101.0,6334.63,132898658.9852
2023-01-17 01:15:00,20974.4,21034.7,20937.0,20999.1,10217.351,214418537.9656,57557.0,5336.478,111994896.0716
2023-01-17 01:30:00,20999.1,21054.4,20986.4,21039.6,3607.138,75831542.5509,25181.0,1875.856,39439185.0432
2023-01-17 01:45:00,21039.6,21055.0,21018.1,21043.9,1610.104,33877600.1446,15070.0,724.663,15247992.6004
2023-01-17 02:00:00,21043.9,21068.9,21010.7,21021.4,2228.411,46891193.8781,16874.0,1065.731,22429539.8738
2023-01-17 02:15:00,21021.5,21063.6,20989.5,21042.1,2420.819,50906789.5232,18494.0,1267.619,26661725.0274
2023-01-17 02:30:00,21042.0,21068.0,21038.4,21047.0,1226.766,25829057.3688,12029.0,634.354,13356375.2883
2023-01-17 02:45:00,21047.0,21114.6,21046.4,21108.3,2999.442,63250453.0056,21017.0,1816.718,38310767.864
2023-01-17 03:00:00,21108.2,21118.0,21067.5,21072.7,2023.47,42678530.1706,14878.0,895.135,18883086.306
2023-01-17 03:15:00,21072.6,21132.1,21072.6,21096.0,1939.543,40934366.5262,14727.0,1124.333,23730758.2054
2023-01-17 03:30:00,21096.0,21140.9,21083.0,21137.6,1531.086,32327300.759,13775.0,856.028,18075215.7408
2023-01-17 03:45:00,21137.6,21181.5,21121.4,21129.6,3256.036,68861443.4159,20712.0,1836.399,38844406.1604
2023-01-17 04:00:00,21129.6,21138.9,21109.2,21109.2,1305.388,27571193.3309,10901.0,477.466,10085219.8075
2023-01-17 04:15:00,21109.2,21233.8,21109.2,21218.3,5475.172,115964159.1307,32278.0,3301.543,69924666.9561
2023-01-17 04:30:00,21218.2,21237.0,21165.0,21172.8,3657.091,77513136.3345,23370.0,1506.493,31930867.3465
2023-01-17 04:45:00,21172.9,21185.0,21146.6,21160.1,1898.374,40172269.5771,14379.0,984.921,20843473.5141
2023-01-17 05:00:00,21160.1,21186.0,21158.4,21172.3,1347.264,28524092.2862,12849.0,705.682,14940307.9637
2023-01-17 05:15:00,21172.3,21187.1,21131.9,21138.0,2145.295,45378632.9953,15626.0,810.504,17145381.4647
2023-01-17 05:30:00,21138.0,21170.3,21135.8,21163.5,1614.842,34157561.3753,12052.0,1031.351,21815382.3805
2023-01-17 05:45:00,21163.6,21168.7,21135.0,21153.6,1068.587,22598606.3938,10262.0,450.259,9522374.9957
2023-01-17 06:00:00,21153.7,21157.8,21114.0,21115.7,1714.6,36235025.332,13958.0,551.519,11656848.7516
2023-01-17 06:15:00,21115.7,21146.2,21115.7,21122.5,1164.904,24619572.7961,11117.0,605.761,12802663.8525
2023-01-17 06:30:00,21122.6,21155.0,21079.0,21088.1,2927.099,61822419.8125,18144.0,1361.393,28759659.5428
2023-01-17 06:45:00,21088.3,21120.5,21063.0,21077.7,2556.136,53913060.767,19270.0,1173.977,24761620.0756
2023-01-17 07:00:00,21077.7,21128.5,21063.2,21120.5,2694.583,56850901.9942,18255.0,1656.043,34940348.3256
2023-01-17 07:15:00,21120.5,21181.9,21102.0,21102.4,4116.748,87066585.1214,25108.0,2269.163,47998170.2035
2023-01-17 07:30:00,21102.3,21119.1,21062.1,21077.3,3677.34,77537119.7724,23658.0,1732.364,36529117.7933
2023-01-17 07:45:00,21077.3,21142.6,21077.2,21134.7,3030.204,63987938.077,18465.0,1825.569,38545339.4828
2023-01-17 08:00:00,21134.8,21169.8,21130.4,21166.4,2785.954,58912252.0584,17802.0,1495.19,31618629.668
2023-01-17 08:15:00,21166.5,21218.2,21152.5,21203.4,6176.435,130841506.485,32545.0,3575.591,75748686.0133
2023-01-17 08:30:00,21203.4,21207.9,21166.5,21179.4,2413.794,51134542.8039,17074.0,1013.301,21466874.1149
2023-01-17 08:45:00,21179.4,21209.1,21177.0,21199.9,2248.39,47652087.0264,15729.0,1267.216,26857986.088
2023-01-17 09:00:00,21199.9,21252.0,21175.3,21175.3,5372.766,113974467.455,32006.0,2534.676,53781060.8998
2023-01-17 09:15:00,21175.3,21188.6,21142.6,21166.0,3135.068,66349317.1788,21278.0,1341.267,28385628.8605
2023-01-17 09:30:00,21166.0,21190.3,21147.0,21152.1,2168.415,45894720.2977,15399.0,1010.019,21380268.9823
2023-01-17 09:45:00,21152.0,21194.5,21146.5,21174.5,1871.21,39623819.6892,13923.0,1157.423,24510892.19
2023-01-17 10:00:00,21174.3,21178.5,21124.1,21156.9,3413.889,72196634.5235,20478.0,1447.962,30623160.349
2023-01-17 10:15:00,21156.8,21161.6,21091.5,21119.0,3553.832,75069164.8757,21699.0,1397.892,29526861.2064
2023-01-17 10:30:00,21119.1,21129.2,21077.7,21108.6,3392.53,71603826.4156,21645.0,1635.053,34512855.0764
2023-01-17 10:45:00,21108.6,21149.9,21107.4,21127.1,1997.594,42215153.8334,14392.0,1239.496,26194001.3726
2023-01-17 11:00:00,21127.1,21157.9,21100.0,21143.5,2841.441,60045135.0717,17354.0,1466.064,30984605.0711
2023-01-17 11:15:00,21143.4,21188.3,21140.7,21185.2,2523.763,53427535.9277,17437.0,1492.593,31598718.1395
2023-01-17 11:30:00,21185.2,21199.0,21157.8,21184.8,2078.27,44013698.962,16097.0,979.457,20744750.2569
2023-01-17 11:45:00,21184.9,21238.0,21167.2,21218.6,3737.74,79271718.1711,25692.0,2053.693,43556867.5618
2023-01-17 12:00:00,21218.6,21286.1,21190.0,21261.7,7595.191,161308619.0777,43548.0,4043.314,85888583.8786
2023-01-17 12:15:00,21261.6,21354.0,21245.0,21291.6,13203.574,281274941.209,68522.0,6954.189,148156258.5421
2023-01-17 12:30:00,21291.7,21301.8,21245.0,21262.3,4444.165,94526997.6665,31095.0,2015.875,42881597.0817
2023-01-17 12:45:00,21262.4,21273.4,21205.6,21254.1,4897.109,104000806.0608,31574.0,2272.116,48256288.6357
2023-01-17 13:00:00,21254.0,21270.3,21177.0,21220.1,5968.867,126630780.672,35543.0,2754.724,58446016.6329
2023-01-17 13:15:00,21220.0,21247.7,21214.2,21245.9,2058.005,43696867.7744,17103.0,1129.168,23976003.2488
2023-01-17 13:30:00,21245.9,21268.5,21209.4,21209.8,2953.744,62714080.1983,20248.0,1287.54,27340025.1973
2023-01-17 13:45:00,21209.8,21239.9,21205.4,21231.9,1491.6,31666368.8356,12170.0,771.695,16383872.6043
2023-01-17 14:00:00,21232.0,21425.0,21229.0,21392.1,19178.978,409337327.43814,90637.0,11332.539,241861523.63274
2023-01-17 14:15:00,21392.2,21640.0,21263.2,21276.8,50857.169,1089026401.38364,222895.0,27106.611,580870806.26814
2023-01-17 14:30:00,21276.6,21324.4,21055.0,21150.6,43021.566,910926537.40708,216288.0,20216.855,428102035.4607
2023-01-17 14:45:00,21150.2,21318.0,21110.1,21283.4,18764.984,398230364.7753,103351.0,10052.773,213362828.8318
2023-01-17 15:00:00,21283.4,21394.1,21250.9,21263.4,18674.416,398218492.7538,95565.0,8854.651,188854428.1219
2023-01-17 15:15:00,21263.4,21360.9,21261.6,21271.6,7808.445,166467711.6329,48229.0,4123.371,87912137.2818
2023-01-17 15:30:00,21271.7,21280.0,21024.3,21123.1,21044.097,445044619.7253,106747.0,9550.164,201998015.4513
2023-01-17 15:45:00,21123.0,21192.6,21068.3,21175.6,11157.524,235829300.8476,59855.0,6145.693,129910174.0637
2023-01-17 16:00:00,21175.7,21206.7,21082.3,21107.3,8245.522,174302073.4436,52711.0,3677.078,77745972.2601
2023-01-17 16:15:00,21107.3,21167.5,21096.2,21158.4,5071.318,107155124.3267,33200.0,2791.437,58988893.1116
2023-01-17 16:30:00,21158.3,21252.3,21137.4,21211.6,6157.752,130493464.3719,38339.0,3460.111,73343996.6283
2023-01-17 16:45:00,21211.6,21240.3,21152.0,21160.1,5442.383,115375035.0163,34444.0,2214.142,46940932.0949
2023-01-17 17:00:00,21160.0,21202.7,21134.4,21151.7,3329.799,70480270.8931,23522.0,1480.308,31336310.4885
2023-01-17 17:15:00,21151.7,21158.3,21080.3,21125.2,6059.574,127945083.1342,36760.0,2963.863,62586572.0138
2023-01-17 17:30:00,21125.1,21189.0,21117.7,21168.2,2896.579,61296222.7003,20857.0,1530.054,32376631.4628
2023-01-17 17:45:00,21168.3,21245.0,21168.3,21221.1,3999.858,84823280.5335,26374.0,2072.527,43952146.8018
2023-01-17 18:00:00,21221.2,21255.0,21186.7,21195.5,3632.948,77071600.2359,23916.0,1553.534,32964297.7844
2023-01-17 18:15:00,21195.6,21290.0,21195.5,21267.6,6310.639,134135168.8186,34358.0,3488.07,74138393.7389
2023-01-17 18:30:00,21267.6,21370.0,21267.0,21320.6,8921.11,190236189.7034,54494.0,4837.602,103156811.7667
2023-01-17 18:45:00,21320.9,21426.0,21293.2,21361.9,8658.165,184919848.65716,55519.0,4536.482,96906183.42726
2023-01-17 19:00:00,21361.9,21375.9,21310.8,21327.8,4261.877,90928533.9554,29615.0,2116.322,45154444.0398
2023-01-17 19:15:00,21327.7,21348.8,21285.0,21340.0,6010.014,128065225.2558,34326.0,2984.834,63609842.0712
2023-01-17 19:30:00,21340.0,21383.6,21321.0,21360.1,5008.425,106963562.1681,29990.0,2658.437,56775214.4601
2023-01-17 19:45:00,21360.1,21362.8,21321.0,21337.2,2356.48,50295091.2464,16493.0,1223.806,26121016.3336
2023-01-17 20:00:00,21337.3,21400.0,21325.0,21381.2,3444.072,73582732.1308,23361.0,2075.952,44357458.1364
2023-01-17 20:15:00,21381.2,21390.6,21316.3,21369.1,3291.907,70302986.2468,21308.0,1308.35,27947477.7663
2023-01-17 20:30:00,21369.2,21375.9,21310.0,21321.6,2790.96,59550761.6813,20099.0,1222.931,26093715.2343
2023-01-17 20:45:00,21321.6,21394.0,21260.5,21393.6,7365.745,156959719.2403,40374.0,3765.997,80262175.6872
2023-01-17 21:00:00,21393.6,21410.8,21293.2,21305.3,4319.399,92193731.5992,27947.0,1917.005,40920006.7348
2023-01-17 21:15:00,21305.4,21342.2,21288.2,21328.1,1959.762,41784847.3793,15327.0,1170.828,24964313.8209
2023-01-17 21:30:00,21328.1,21328.1,21277.0,21283.3,2104.287,44821807.583,16080.0,874.68,18630734.4801
2023-01-17 21:45:00,21283.4,21334.9,21273.1,21307.8,2364.801,50391754.4201,17033.0,1306.499,27838017.5471
